,pressure,rmsvd,speed,yield
0,103,3.434705809654988,7.149022851188051,8385
1,110,3.4600836483334083,7.785026413018511,8526
2,118,3.4662656350570504,8.338930686438172,5891
3,126,3.4849414254929774,8.623963145058479,6199
4,134,3.472089341406326,9.49741110676769,7050
5,142,3.48674337735316,9.740007593190462,5695
6,151,3.504343854485383,10.407208856984148,5779
7,160,3.4757098223798653,10.806242491088996,5777
8,170,3.5092397910206294,10.541979286317181,4828
9,180,3.478394828763244,10.918882525256587,5187
10,190,3.4938767481144963,11.153329159236208,5326
11,201,3.495945592038881,11.49268200901274,4976
12,212,3.45876819842459,11.691640020070832,4637
13,223,3.483021580818161,11.707380065006825,5052
14,235,3.4541860497932673,11.592785957158247,4905
15,247,3.465775702340752,11.798505408555387,5197
16,260,3.4778420177995586,11.30393797640658,5321
17,273,3.4239256193969605,11.241071893224117,5344
18,286,3.48856621924359,10.542924679321432,5924
19,300,3.478241074676927,10.66579907481572,5825
20,314,3.452338984417758,11.144994508543826,5745
21,329,3.504231245472157,10.920146079093083,6561
22,344,3.5085626079255134,10.36188484357521,7080
23,359,3.4764738221252047,10.477612079324524,6967
24,375,3.4764774511029426,10.140575004911575,7046
25,391,3.4287256046134296,10.370240390995706,8265
26,408,3.443729976521965,9.424362464635365,7876
27,424,3.4637180722995953,9.009098905155748,8227
28,442,3.4350504849348127,8.258992705913565,9864
29,460,3.478063018496879,7.78800748372101,9801
30,478,3.4307217772546186,7.226280539838062,11192
31,497,3.459600175159576,7.251493645509305,10766
32,516,3.484072189050648,6.840782827373838,11208
33,535,3.3980014179254128,6.781760091854017,11420
34,555,3.4430065880289686,6.565213973353168,11162
35,576,3.4465161890076184,6.278224752213597,12913
36,596,3.445880403935481,6.139678618434173,13244
37,618,3.460061563497731,6.190612723265234,12909
38,639,3.4339701936422085,6.112296167910096,14128
39,661,3.4162306560439832,6.084042055618587,14511
40,684,3.4078423342250628,6.005194186171136,15126
41,707,3.424251893565146,6.1279903165433645,15066
42,730,3.4220917568380793,6.177898202422852,15521
43,754,3.410719266154028,6.042958871776619,15636
44,778,3.363802752384664,6.197988592818284,16847
45,802,3.4034920318389386,5.893538642307834,17093
46,827,3.3826872010162186,5.648172355255018,16427
47,853,3.448804150801609,5.815411605432399,14918
48,879,3.424088132276031,5.513631505194062,13277
