,pressure,rmsvd,speed,yield
0,103,2.7556774864583797,6.407696575836227,17813
1,110,2.7669204871027975,6.934349787492367,17805
2,118,2.7709683185004814,7.3907408370500995,13496
3,126,2.7742117045463606,7.588497298026876,13253
4,134,2.7875805362400103,8.314408717602003,13511
5,142,2.7722326577267893,8.555283635561983,10571
6,151,2.797165986487706,8.857344868273133,10540
7,160,2.8053506549961957,9.291619250887182,10628
8,170,2.8087501184104617,9.614147048210354,8946
9,180,2.789662213466111,9.931070199739809,9337
10,190,2.805880420311107,10.177232425324497,9199
11,201,2.8126861615543093,10.394825264806405,8939
12,212,2.808265253315812,10.571223334249291,8762
13,223,2.8034628692112626,10.05061648461402,9231
14,235,2.7964534073281335,9.987285410332632,8673
15,247,2.8085663277445505,10.09167026623675,9309
16,260,2.805237658075258,10.057689152367242,9952
17,273,2.8019127634378886,10.09904774341909,9820
18,286,2.792378330304033,9.889463351925032,11274
19,300,2.7996863408589547,9.720835525281778,11383
20,314,2.810433172440916,9.610808695034075,11288
21,329,2.7826231511408728,9.218097994080178,13388
22,344,2.7932085036802885,9.114258074155885,13048
23,359,2.804356085774416,9.0366027899309,13469
24,375,2.780835070327559,8.580262835145794,13704
25,391,2.7787405915405428,8.44104367737179,14843
26,408,2.7516738801018734,8.206373446850712,15316
27,424,2.784911005939165,7.653303636377253,15897
28,442,2.786222126743493,7.251828423827785,17514
29,460,2.775172522038501,6.918789885357405,18614
30,478,2.785650733737031,6.434314569165635,20064
31,497,2.7512886751956107,6.299939048889612,21053
32,516,2.7562973397764647,6.205155429737279,21808
33,535,2.765259138801376,5.943516661431439,22607
34,555,2.7604616027377116,5.8202983871292515,22497
35,576,2.759159203467458,5.472231136320004,24249
36,596,2.75774332190774,5.6271879416871515,26117
37,618,2.7905286875054207,5.6418419068485735,23988
38,639,2.757402385713207,5.427032615387892,26127
39,661,2.7601020030205237,5.5520820672498505,26259
40,684,2.7397227275970626,5.399112097003463,28598
41,707,2.7496153985437957,5.231335738198432,29298
42,730,2.7626344062601658,5.343791962541651,29972
43,754,2.7646445405522377,5.421556554159892,28854
44,778,2.7590643354901108,5.516366216750396,28793
45,802,2.750890922342963,5.596389042247977,30127
46,827,2.7284174140381445,5.350522888415461,30553
47,853,2.746072430568874,5.139915821429548,28645
48,879,2.7758934144721166,5.271299855445708,24029
