,pressure,rmsvd,speed,yield,angle
0,828,12.963893530010195,7.171331516974537,22064,72.15297152727445
1,707,13.768594424556358,7.212174825106925,22488,64.47986443612183
2,597,15.152199007345954,7.944480506281985,22683,65.16918448990228
3,497,19.895753322495473,10.184968334177597,22709,62.47033733143442
4,408,33.423228281334694,14.02011374123861,22709,54.46225106084674
5,329,36.63858898419427,17.560547420707273,22709,60.507367591490016
6,260,34.92610455437231,19.38457536370917,22709,58.74219920713939
7,201,40.11885134152203,20.285701819575145,22709,65.3449364385219
8,152,34.98030948425286,17.81925033176614,22709,66.0730777929549
