,pressure,rmsvd,speed,yield,angle
0,828,2.8425837547828325,7.991401213068542,4469,20.981551075507753
1,707,2.827637239105838,8.419633338259343,4440,19.752345945500466
2,597,2.8382588552153547,8.985023899268365,4451,18.877260615884126
3,497,2.8324518339271427,9.307701027728962,4009,17.410982263501353
4,408,2.816037686001605,9.974332608856496,3752,16.053900239156302
5,329,2.8425419804443575,10.325845909501371,3458,15.047030703468113
6,260,2.817795753373198,11.664483327414473,3010,12.780712296952707
7,201,2.8035176873018988,12.118677384416733,2731,12.183871473395026
8,152,2.8061531281674474,11.860002823667648,2834,12.376792665467741
