,pressure,rmsvd,speed,yield,angle
0,828,2.5620322506850632,4.819985731402299,62996,27.954333729256582
1,707,2.550423162724451,4.924018835046269,65131,28.435598243030835
2,597,2.5860806527540228,5.257326062575741,58156,27.462509639565145
3,497,2.595332306808059,5.9120455691122995,50627,25.284599158720553
4,408,2.633718693501566,6.965335430265294,37806,22.151305560653462
5,329,2.6573012850418136,8.099749041161932,28061,19.844899426051775
6,260,2.6865385881040185,9.08379913370002,21751,17.85706838117321
7,201,2.676415178359141,9.739678102658972,18921,15.855938823590318
8,152,2.66916881094927,8.666004971641447,22254,18.827489560619764
