,pressure,rmsvd,speed,yield
0,853,2.733756773664187,5.731050156515578,19238
1,707,2.752548161207854,6.095627189220985,20513
2,497,2.7639065947460377,7.557660063012628,13154
3,408,2.7854924102189536,8.873591419920023,9969
