,pressure,rmsvd,speed,yield,angle
0,828,5.655474607461069,4.751047341187237,109740,51.670853715333635
1,707,5.798713259041524,5.027331453383095,105844,51.28872476766264
2,597,5.958589532078616,5.85038171589145,97295,48.60043232950289
3,497,6.08649581808915,7.019041233934552,87190,43.05550973565782
4,408,6.207597491240837,8.6809587840157,74454,37.655027269667464
5,329,6.3521113832712155,10.014304179392944,60060,35.68243985509702
6,260,6.537357692454198,11.46768647090458,49569,32.57738339294499
7,201,6.5524760881225514,11.842429404842774,42733,31.061458284002057
8,152,6.446516845672023,11.924494080765887,46952,27.836348507929966
