,pressure,rmsvd,speed,yield,angle
0,828,7.062340826119196,9.726544755628064,27993,44.7369967907187
1,707,7.035894898804097,9.980149489994721,27402,43.17097452747609
2,597,7.021966991550026,10.350624020599076,26424,41.19393986079055
3,497,7.053149268935121,10.703033967650553,24724,39.51675701184698
4,408,7.030161452476485,11.089607076817398,22379,36.746332736197935
5,329,7.026699812310288,11.459647974164955,20700,34.92834767108817
6,260,6.999489982632815,12.277039094467321,17473,31.00040122790671
7,201,7.0080678653637944,12.729862130325483,16341,29.300262177537558
8,152,7.000899001945279,12.383263968515164,16625,31.234180091913842
