,pressure,rmsvd,speed,yield
0,103,6.628543797545081,8.368225902808293,32517
1,110,6.692418413288642,8.969556404805402,31487
2,118,6.775313357067583,10.04797987943182,24969
3,126,6.831883032093986,10.25286729480242,22383
4,134,6.763913642217278,10.78752112260917,22511
5,142,6.82832107894619,11.313971685538894,19630
6,151,6.77446604696627,11.422482704267992,19567
7,160,6.744655316782324,11.139027243055867,20166
8,170,6.775496749213532,11.398214230976205,18587
9,180,6.784752725543045,11.197389353571994,18496
10,190,6.846152887778204,10.612402921820316,18926
11,201,6.879732998246458,10.921201144447998,19076
12,212,6.848246477414361,11.31891205319309,19092
13,223,6.753911051105179,10.497454163267,20825
14,235,6.806174304507938,10.797270437754955,20926
15,247,6.759645642530041,10.863200632640309,22525
16,260,6.697315732474209,10.828007892755855,23014
17,273,6.776658006395081,10.796917056745968,23125
18,286,6.664169349213104,10.397326319252564,26169
19,300,6.61222798017464,9.996885922519725,28035
20,314,6.670693828132975,9.658006860552131,27935
21,329,6.635156309968494,9.353818479178889,32129
22,344,6.666280257375703,9.287542622641158,33153
23,359,6.6125400031356705,9.149004292540127,34490
24,375,6.614717489865376,8.789570163834254,34750
25,391,6.6037582173132545,8.713824825405604,39499
26,408,6.576497859784653,8.436271687106464,40096
27,424,6.556167088437721,7.991928905803298,39886
28,442,6.443198156305569,7.397865205168764,44304
29,460,6.450873853700777,7.162787546410653,44887
30,478,6.444361130873913,6.933537967138626,49473
31,497,6.400598473683396,6.5932164468275385,50069
32,516,6.385655270968921,6.472521303268233,52387
33,535,6.314541027416913,6.276452308875403,57425
34,555,6.318468261163996,6.138750298944423,58140
35,576,6.313708434924053,5.847132232138047,63325
36,596,6.272285349594682,5.600326541162709,61782
37,618,6.173178840979349,5.50241654301223,62180
38,639,6.209967200606303,5.5913807145695005,66327
39,661,6.235420827703892,5.496883222795251,65951
40,684,6.233268529392129,5.387667456939145,70154
41,707,6.226563336482002,5.241104063937943,69078
42,730,6.187317566692787,5.1856450205242925,71100
43,754,6.177247074202076,5.136439028684468,71348
44,778,6.151725916349995,5.045695319284057,72090
45,802,6.199596196713557,5.104787695431384,71443
46,827,6.179755913625629,5.189400557554014,70799
47,853,6.1745544608597145,5.296633069824378,68155
48,879,6.2128811211230905,5.279643805923717,64371
