,pressure,rmsvd,speed,yield
0,103,18.780279294781252,8.605475223105177,123764
1,110,18.42871197716058,9.490035806621325,123764
2,118,22.467250280565505,10.127710538982955,123764
3,126,22.52546769206767,10.557294631314617,123761
4,134,22.412633154312704,11.216728641198435,123754
5,142,25.68756500047794,11.477785820380218,123754
6,151,25.78574742239865,11.896609780357918,123763
7,160,25.44307240823643,12.475654258560187,123749
8,170,27.58257126923087,12.499912234076183,123678
9,180,27.717284124624403,12.901305450583553,123740
10,190,28.50473314329323,13.204090573868447,123620
11,201,28.530718187209043,13.538325461708869,123623
12,212,28.501492928475507,13.908580662835902,123595
13,223,28.422599927251206,14.163074112615153,123645
14,235,28.20975106888869,14.498296417936025,123700
15,247,27.263797022163352,14.68242196831123,123747
16,260,27.209828541494428,14.736732561096103,123745
17,273,27.440709591309723,14.943582622198708,123654
18,286,25.824481757800026,15.125944512580345,123488
19,300,25.744987372154856,14.871429093747077,123427
20,314,26.097616811553383,15.225083833475754,123459
21,329,24.116415729559357,15.245840022548055,123451
22,344,23.393628242847317,14.492278218843769,123366
23,359,23.862041194212598,14.924079302909501,123651
24,375,23.875664252185214,14.505691536011083,123366
25,391,22.252343328350246,14.247032670662895,123643
26,408,22.52438200822706,14.179358218525858,123608
27,424,22.628894955529542,14.100044905469222,123601
28,442,20.343665259770187,12.993644892103243,123697
29,460,20.0505142020921,12.494671054652517,123614
30,478,18.967561807948776,11.9627525429354,123468
31,497,18.084189597271028,11.050236627257263,123682
32,516,18.280351644457475,10.781171473308431,123758
33,535,16.162525315734033,10.292836772808807,123627
34,555,16.492204939687493,9.786511311682284,123348
35,576,15.145887159345717,9.499430930065252,123000
36,596,14.907130343211605,9.168601720582508,122676
37,618,14.655515237632173,8.970491218016074,122469
38,639,13.55492951584413,8.611874325314751,122281
39,661,13.79572266562684,8.7273111488204,121976
40,684,12.760588021029847,8.451251349044144,121709
41,707,12.243037826187415,8.102693440014198,121441
42,730,11.952003587982036,8.097679477398001,121124
43,754,11.747090562544612,7.837024153253337,120752
44,778,11.817361765793665,7.675271167306089,119609
45,802,11.497559264431738,7.507758574234964,118786
46,827,11.100620226651705,7.3994834299128165,117463
47,853,11.254831395617511,7.486347772473548,115661
48,879,11.811655946446878,7.6459227333654045,112845
