,pressure,rmsvd,speed,yield
0,103,19.13993087575239,7.816002785328534,63960
1,110,19.257076891660258,8.462128911772211,63960
2,118,22.251500550335734,9.028964387465184,63960
3,126,22.076326562739023,9.420653218518849,63960
4,134,21.770022731040093,10.35171348467601,63960
5,142,24.020616651419086,10.694762458523861,63960
6,151,24.043895666817594,11.15312208970661,63960
7,160,23.947060311631706,11.337380824617144,63960
8,170,26.044467134172827,11.337476598973293,63959
9,180,26.012249591110955,11.499759376354662,63960
10,190,26.853950943326037,11.877831709678343,63948
11,201,26.772041665416346,12.174896875380766,63946
12,212,26.601701625807124,12.470083831410296,63960
13,223,26.537465399855424,12.683511986569977,63938
14,235,26.65377151105888,12.889449461419602,63941
15,247,26.067911994604177,13.11385723358729,63941
16,260,26.08629931384068,12.878190475237766,63942
17,273,26.35427838953442,12.958364492917672,63944
18,286,23.92664510754302,12.721273677105879,63960
19,300,24.598640246906264,13.144662445874905,63960
20,314,25.159385033753864,13.877957145417614,63959
21,329,23.476404523499756,14.138302656932417,63925
22,344,24.231933164074594,14.84283011491452,63925
23,359,23.055610752327734,14.347736519140595,63840
24,375,21.9142487764164,13.85355663727473,63821
25,391,20.562864764030348,14.136526205512528,63862
26,408,20.09057846651281,13.01757382132725,63935
27,424,19.99977963513655,12.456540352897859,63938
28,442,17.4607192830855,11.115038398186233,63706
29,460,19.31350704340152,11.337296582177908,63900
30,478,18.693642693935185,11.388773768546072,63873
31,497,18.266037307203952,10.921672633852593,63943
32,516,17.456654987750365,9.872543489338325,63892
33,535,16.52575304698127,9.670224037904328,63936
34,555,15.951867736986417,9.63436677472479,63694
35,576,15.65178148488892,9.367770440300895,63432
36,596,14.807903377336471,8.588679748422743,63091
37,618,14.416431212131062,8.414026669078648,62974
38,639,13.613039134263117,8.445409159775362,63012
39,661,13.38218116287888,8.057070564669841,62963
40,684,12.276212012712067,7.961824050580408,62921
41,707,12.096304997913892,8.09930885617834,62876
42,730,11.722938079505944,8.178854961542946,62815
43,754,11.43119339372764,8.008571778015178,62566
44,778,10.978952426669068,8.075634583615269,62426
45,802,10.864644859472449,7.772314973843093,61830
46,827,11.023725748788735,7.629052906008829,61066
47,853,11.255325496949093,7.688672440546188,60433
48,879,12.063087209604051,7.562149354889292,58473
