,pressure,rmsvd,speed,yield
0,103,6.299807955198356,7.024831120151281,66937
1,110,6.339033871897507,7.435716295307075,68318
2,118,6.426430859631619,7.756232999981102,54486
3,126,6.44758438255705,8.11817553735839,54556
4,134,6.425343579634651,8.588185624972423,55755
5,142,6.568844706849984,8.798857921695703,46630
6,151,6.593473161887743,9.212692037321906,47301
7,160,6.590608696956902,9.537746029161072,47583
8,170,6.663323871213784,9.7523078183714,43234
9,180,6.647223618795011,10.090091567159767,43279
10,190,6.68004512698389,10.267305437584817,43353
11,201,6.695122624923404,10.375688316170214,42865
12,212,6.6969118665503435,10.417851724641809,41964
13,223,6.695970111475968,10.157828080356605,44007
14,235,6.7152867856445555,10.205709121905203,43383
15,247,6.693168540187463,10.282922491146328,44746
16,260,6.637866352163423,10.33139794385833,45387
17,273,6.62669457819038,10.286164848416874,45485
18,286,6.601689677876231,10.160095544766307,51502
19,300,6.5997254941707215,10.016165464702352,51966
20,314,6.592552382367361,9.914009180273393,52327
21,329,6.508789336892012,9.824384975466012,58751
22,344,6.562088671938478,9.578220886843088,58395
23,359,6.517848110240605,9.366708703958745,58643
24,375,6.547989130652195,9.047438177130967,59750
25,391,6.531345657706989,8.911728722767686,64848
26,408,6.481473858299217,8.690907274390542,65570
27,424,6.4818900888150255,8.204524300397841,66676
28,442,6.437863376261322,7.841845779418224,74191
29,460,6.35599268873257,7.395707940420105,75272
30,478,6.374368312069665,7.121469749265663,80665
31,497,6.296898216079528,6.910269758173445,80990
32,516,6.271987511141356,6.726600988237292,81963
33,535,6.2679779531426725,6.471830989652815,85792
34,555,6.246499596839096,6.261303565480803,84870
35,576,6.19710579116932,6.155411995907506,90328
36,596,6.137892665265747,6.13133361795461,91691
37,618,6.249263997042241,6.115318981010133,90889
38,639,6.179719022766088,5.909001319367874,94247
39,661,6.193746045080075,6.01419748581136,95867
40,684,6.124337586060433,5.908033154446606,100493
41,707,6.075465033979775,5.77603292652016,99592
42,730,6.068282730117757,5.739907814435982,103241
43,754,6.118878442887548,5.809367869798228,103037
44,778,6.1209826222436154,5.867027622223537,103210
45,802,6.055755226528945,5.875612084972428,102868
46,827,6.006412199293509,5.772914898964002,100319
47,853,6.0732875534432695,5.581684470097733,96982
48,879,6.238762974931933,5.611034996077641,90661
