,pressure,rmsvd,speed,yield
0,103,6.563626563976703,8.872426160823307,39091
1,110,6.608904598440905,9.75680620828768,40705
2,118,6.664124606089069,10.565038100815398,31850
3,126,6.711269190452858,11.108654190496942,31486
4,134,6.716124012662235,11.5720275871413,33749
5,142,6.707595894658397,11.72018345573167,28905
6,151,6.6906147741483055,12.267160219617777,29339
7,160,6.676512701220173,12.77045388939574,30619
8,170,6.709162709050826,12.904582946100843,27731
9,180,6.685296325019108,13.07313391261313,28011
10,190,6.737201658944315,12.91861283298376,28458
11,201,6.724243200575737,13.177562201880432,28037
12,212,6.733424919558142,13.197880871356972,27687
13,223,6.7013142618200865,13.11538076683005,29071
14,235,6.702104152881774,13.35816787269108,29248
15,247,6.718995837421894,13.387411311603017,30407
16,260,6.718832346644975,13.330787259790048,30709
17,273,6.727516941653573,13.410904442454948,30483
18,286,6.7211746296450885,13.352938093506355,33023
19,300,6.659129831126692,12.71081844389737,33111
20,314,6.58526613173752,12.394115559861614,32754
21,329,6.597988516874409,12.349201466408656,36626
22,344,6.503239166857581,11.98207039219762,37454
23,359,6.597923940379742,12.408521402925974,36210
24,375,6.643170319145797,11.956139918138106,37364
25,391,6.646159145522243,11.218651076526841,40893
26,408,6.6228735285911,11.189309627193769,39932
27,424,6.691903657179636,11.068062068938268,39222
28,442,6.568024780390048,10.1651194393075,45206
29,460,6.610465568603605,9.605646028629412,45631
30,478,6.496418056579954,9.301057594288856,49294
31,497,6.412172089218713,8.56126660825036,51159
32,516,6.454106044027799,8.158439203242283,50651
33,535,6.430961263243054,8.102852313014603,54939
34,555,6.311640253673344,7.654919207066845,55397
35,576,6.329767176111962,7.5002995968882855,57888
36,596,6.266213721575872,7.276915187664431,60560
37,618,6.264307773189452,7.200686414015444,59699
38,639,6.197456589982313,7.002465692136241,63832
39,661,6.182481005516524,7.0807174896857825,64093
40,684,6.129002367179121,6.906675303973499,69132
41,707,6.232297184882586,6.942277696985813,69695
42,730,6.251679031012359,6.659704887224315,72071
43,754,6.161519732291548,6.3985489148476935,74018
44,778,6.0774633220067535,6.270584091457249,74359
45,802,6.12060297586716,6.237075189162178,73800
46,827,6.087079121201389,6.200833247709937,73870
47,853,6.189464670857287,6.1917120349688375,72266
48,879,6.283555378768415,5.864945416737509,67178
