,pressure,rmsvd,speed,yield,angle
0,828,19.25382887879394,78.62899363519281,133625,90.01353366798368
1,707,20.266927978875454,77.59281371887306,135686,89.87300225601099
2,597,21.776086526384976,77.14576854360627,136508,89.75357298530511
3,497,24.14949463238003,76.8959373788017,136927,89.95586913513947
4,408,27.600777448523086,77.02988008829045,136682,90.17724870211822
5,329,29.865045687266676,76.96552004291244,136711,89.66234972105245
6,260,35.04401378589871,76.95047053200481,136847,89.96512774638342
7,201,35.96014370996822,77.16374745354636,136375,90.25170648415737
8,152,33.18514028777335,76.93275889432906,136855,90.11515329821809
