,pressure,rmsvd,speed,yield,angle
0,828,5.6861274902995165,4.894586849838088,127276,50.87774852929982
1,707,5.6810289459858385,5.0200949277254905,126307,50.20968271941043
2,597,5.911537909389877,5.533782537212037,118276,48.708906241823755
3,497,5.98801897435886,6.305228454191599,110377,45.152305242140955
4,408,6.146067491000241,7.516586399482945,93950,41.58240309167519
5,329,6.313999552379884,8.67907824476607,77266,40.073013357167774
6,260,6.513334161853564,9.693864419605084,66355,36.29334136911355
7,201,6.513767774503717,10.280049051490694,59357,33.17150073174382
8,152,6.378942222774204,9.524461488170052,66137,34.80094274941143
