,pressure,rmsvd,speed,yield
0,103,6.618028201520932,7.162126812095881,42797
1,110,6.572941629506154,7.192848320068891,42290
2,118,6.5940068386821435,7.792597480722824,35608
3,126,6.604683407992278,8.017970019324348,34779
4,134,6.6639158926723665,8.290367355479624,35389
5,142,6.717886297309403,8.912657506272947,29651
6,151,6.751637980022794,9.428823074412728,29801
7,160,6.722383480383052,9.357779902835581,30687
8,170,6.766501397112482,9.595614797907876,27993
9,180,6.847768298060436,9.789458168089372,27465
10,190,6.757055781810652,9.885897514677424,28227
11,201,6.7698107170862025,9.893480991824353,27609
12,212,6.765166422692461,9.619893097566411,27699
13,223,6.792695977331406,9.417003641534713,30072
14,235,6.728702537626164,9.325028560920195,30400
15,247,6.7383567063374326,9.393319742921186,31725
16,260,6.7504882006014375,9.38221163917434,32449
17,273,6.698011984025392,9.136373426305228,32418
18,286,6.7034519834847845,9.002090424005932,36443
19,300,6.682450057695877,8.928934077746703,36740
20,314,6.574190942528786,8.694311443577185,37768
21,329,6.56685505889214,8.331264132316457,43284
22,344,6.577901361320494,8.05855536218193,43604
23,359,6.583734268748574,8.041087385344497,44475
24,375,6.563106925452356,7.7691670048268335,44314
25,391,6.512048440129649,7.6100422993689065,49957
26,408,6.474379937581815,7.175147730732501,50706
27,424,6.516102345107814,7.095151222774705,51930
28,442,6.4036392896615855,6.924692738104297,57947
29,460,6.397385986009691,6.549995248323224,60559
30,478,6.349325419049683,6.485994358887669,67410
31,497,6.319502563601894,6.183394007496762,68073
32,516,6.338056794717003,6.077525376611394,68910
33,535,6.199027366911985,5.886743421982245,72993
34,555,6.260414234292405,5.7716862233523925,73314
35,576,6.213215731342617,5.642622052484786,77192
36,596,6.228230531597232,5.595049622122436,78466
37,618,6.172682766178432,5.550469776588596,79243
38,639,6.189467116792332,5.387267652171401,81387
39,661,6.14931332050794,5.3481215826011015,81312
40,684,6.11300120400388,5.3006204626867675,85842
41,707,6.131398560009566,5.304244095902577,84033
42,730,6.188158531394464,5.20699854413824,86163
43,754,6.157885398427099,5.3127910072889994,84735
44,778,6.201222690116323,5.288468295698361,84887
45,802,6.195673839587915,5.238482507786278,85153
46,827,6.209527703005,5.384508674584451,80233
47,853,6.254317509819388,5.370093357994507,77835
48,879,6.377778043798636,5.384112446615626,71772
