,pressure,rmsvd,speed,yield,angle
0,828,7.047285878444448,9.743063395442181,28119,44.9431740074252
1,707,7.055236334014637,10.00375464529081,27463,43.5436792392186
2,597,7.050799429251658,10.324726547130444,26980,41.46802007991752
3,497,7.071460950828607,10.693215113695588,24927,39.49507966593215
4,408,7.05135025192461,11.137374732395603,22445,37.23320785529297
5,329,7.026641307785799,11.381657303437276,20911,35.40216257688533
6,260,7.035232733638353,12.263200380680123,17411,31.146908145215583
7,201,6.989240821503538,12.696835915669013,16056,29.41896937916668
8,152,7.017374034766984,12.417317623073977,16597,31.018686542885245
