,pressure,rmsvd,speed,yield
0,828,2.7511250980766344,4.334286658077617,36891
1,707,2.750314232823543,4.5788269399301855,32816
2,597,2.7665901150864003,5.387176009041026,28269
3,497,2.7654735956485013,6.517429177060199,23458
4,408,2.7851452848894565,8.074310751062132,18892
5,329,2.780912629745373,9.467577486880232,14283
6,260,2.8204683721746515,11.193277879570733,10408
7,201,2.7903452185191573,11.537414623901572,9040
8,152,2.797907406828404,11.804734368510234,10632
