,pressure,rmsvd,speed,yield
0,103,25.827633193662308,14.448726404941162,153225
1,110,26.447400266993913,14.938348751625856,153664
2,118,28.86477946309403,15.347374450940631,153609
3,126,29.534890624640994,16.179509119573655,153826
4,134,29.059387520573804,15.884514273772119,154003
5,142,30.98754667113804,16.31795704882014,153801
6,151,30.972890278665876,16.673561996631413,153578
7,160,30.738759888272245,16.4283601508574,153612
8,170,32.47167323149106,16.87838326921402,153228
9,180,32.34407677663654,16.815047242752403,153879
10,190,32.87467954294082,16.74947390861692,154389
11,201,32.88974005138404,17.080698985112956,154362
12,212,32.726308480887084,16.73606119520623,154459
13,223,32.069517021694516,16.20652269312582,154643
14,235,32.203864841853076,16.26845971727412,154787
15,247,31.780110187035138,16.456489352198393,154516
16,260,31.626190999040627,16.327136118799412,154595
17,273,31.889096661620286,16.41638181072439,154454
18,286,29.972698481809932,16.704111759187317,154489
19,300,29.62159812295248,16.45294522748457,154131
20,314,29.243107354975404,15.997449960148769,154447
21,329,27.340267805998444,15.698675345471557,155229
22,344,27.05643710507524,15.425323577772003,155068
23,359,26.97711451600619,15.248875875762177,154774
24,375,26.969490192706136,15.008546276668113,154801
25,391,25.16761258136383,14.497034594822136,155110
26,408,24.562705343036125,13.90188859085839,155435
27,424,24.189323720272323,13.380822515595648,155311
28,442,22.241345586895953,12.86854970724792,155587
29,460,21.679347114466335,12.034344757069178,155385
30,478,20.33966324363525,11.540786830551554,155725
31,497,19.94322098279181,10.992424217680124,155748
32,516,19.342174683487734,10.373592027400424,155828
33,535,18.413362467267177,10.18477393004484,155803
34,555,18.72265689074774,10.050052611842741,155132
35,576,17.70365053737969,9.824005578611999,155062
36,596,16.984494545342077,9.356252328171964,154959
37,618,16.49492245717258,8.87567459062137,154895
38,639,16.078819393548084,8.92361890038702,154411
39,661,15.845505111048466,8.825514111880933,154033
40,684,15.35967473650676,8.689744055347822,153704
41,707,16.05914734687476,9.130732940123604,153375
42,730,15.300355552033356,8.785009501148407,152878
43,754,15.827956354971022,9.149503904288894,152541
44,778,16.101738293611813,9.242031465775582,151727
45,802,15.699717402892752,8.997835362833008,150548
46,827,16.39651363211278,9.632482181000102,147950
47,853,16.828041823715864,9.828914662405348,145191
48,879,17.766730439981085,10.356447786591477,142262
