,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,8.74,5.35,-3.28,0.71,-1.04,-0.02,21.0,11.6,4.37,2.14,-1.75,6.57,0.27,3.62,123
7,201.34,9.64,9.22,1.5,1.68,2.59,2.18,19.03,13.18,-6.38,-5.17,-3.21,5.73,-2.47,6.29,110
6,260.36,10.67,9.03,1.85,3.53,2.74,2.13,26.05,18.96,-10.99,-6.69,-2.67,6.86,-0.04,3.7,64
5,329.08,8.19,5.8,0.57,0.48,1.17,0.2,20.82,14.52,-9.96,-11.04,-2.18,5.87,-0.35,3.21,70
4,407.9,7.75,4.57,-1.64,0.53,0.02,0.24,25.36,13.88,7.82,1.93,-3.29,6.14,-0.75,2.92,132
3,497.04,6.9,3.45,-0.64,0.78,-0.02,-0.13,28.94,12.48,0.36,1.24,-2.73,5.05,-0.54,2.39,155
2,596.72,6.74,3.51,-1.13,-0.48,-0.09,-0.56,43.45,20.53,3.27,1.97,-1.7,4.93,-0.01,2.18,107
1,707.0,7.06,3.41,-0.6,1.28,-0.49,0.29,37.6,13.47,-4.83,0.33,-3.47,5.15,-1.05,2.41,189
0,827.8,6.75,4.17,-0.68,0.87,-0.22,-0.46,47.36,24.02,-10.55,0.96,-2.07,5.08,-0.47,3.46,166
