,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
4,151.62,36.16,4.04,-26.15,13.87,0.18,-0.05,111.21,7.15,65.21,0.12,-1.97,16.63,0.59,2.82,75
3,201.34,31.33,4.64,-13.71,7.15,-0.15,1.03,60.4,5.53,41.87,-0.12,-17.62,25.76,-0.58,3.54,80
2,260.36,41.15,6.21,-12.29,9.25,0.04,0.6,60.87,8.89,7.73,-0.38,-16.15,28.35,0.23,4.87,69
6,329.08,36.42,7.25,-10.35,13.1,-1.33,1.47,58.95,12.82,29.88,-4.94,-18.0,29.62,-2.22,6.09,60
1,407.9,29.19,5.79,-2.28,11.61,0.83,1.16,49.59,11.02,-6.03,-2.14,-12.64,25.0,-0.6,4.05,82
5,497.04,18.89,3.51,-5.01,6.27,0.0,0.38,42.38,6.22,-9.24,-0.05,-11.47,15.89,-0.01,2.75,74
8,596.72,20.87,3.77,-6.35,6.71,0.59,-0.23,84.28,9.48,13.8,-1.08,-8.02,12.65,0.21,2.69,49
0,707.0,13.59,3.88,-3.78,1.78,0.71,0.19,53.55,11.84,-19.61,-2.01,-8.31,10.61,-0.18,2.57,62
7,827.8,11.44,4.93,-4.66,0.79,-0.12,-0.02,45.73,19.75,0.46,-6.78,-6.19,9.29,-1.24,4.37,57
