,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,8.66,8.04,-7.38,2.47,-5.9,0.42,29.61,28.26,28.41,19.51,-4.97,5.22,-0.77,2.2,15
7,201.34,9.71,8.92,2.49,3.79,1.87,3.62,19.59,10.48,-5.69,-0.64,-5.16,7.07,-4.32,7.51,30
6,260.36,7.77,6.73,-0.57,2.52,-0.5,0.02,18.58,13.33,0.1,4.98,-2.91,5.9,-0.06,4.5,12
5,329.08,4.37,5.3,2.9,1.9,1.59,-3.04,27.22,32.03,-27.22,-31.18,-1.78,2.6,2.23,2.97,8
4,407.9,9.69,4.45,2.42,6.65,1.42,2.16,24.21,8.96,3.29,-1.62,-5.13,8.38,-2.65,3.77,20
3,497.04,9.17,4.27,2.77,4.94,0.82,0.65,19.8,7.83,15.89,1.61,-6.71,8.27,-2.38,3.7,23
2,596.72,7.02,3.05,4.01,2.95,0.02,0.59,23.83,8.95,-20.9,-4.12,-3.16,5.08,-0.37,2.24,23
1,707.0,7.22,3.49,3.27,2.32,0.86,0.69,40.45,10.94,-15.62,-1.3,-4.68,5.84,-1.83,2.58,32
0,827.8,6.11,4.02,0.21,1.61,0.39,0.02,35.75,24.92,2.41,-8.79,-2.69,4.86,-0.78,3.43,40
