,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,9.23,5.97,-3.26,-0.37,-1.5,-0.12,19.98,12.37,7.29,3.52,-0.54,6.98,0.25,4.09,113
7,201.34,8.85,7.77,1.74,1.09,1.83,2.1,18.71,10.93,-4.63,-3.19,-2.18,5.48,-2.37,5.84,106
6,260.36,10.62,8.17,0.15,0.62,0.6,1.04,22.82,15.0,-3.42,-2.03,-1.21,6.54,-0.35,3.42,61
5,329.08,8.03,5.02,-0.56,-0.09,0.3,-0.44,22.76,12.53,-2.59,-8.56,-1.66,5.73,-0.72,3.56,69
4,407.9,8.23,4.86,-2.02,0.37,-0.33,-0.13,24.39,14.32,5.18,2.8,-3.39,6.51,-0.78,2.95,116
3,497.04,7.25,4.03,-0.58,0.41,-0.09,-0.05,31.24,13.54,1.59,-0.17,-2.65,5.37,-0.68,2.57,152
2,596.72,6.4,3.88,-0.19,-0.91,0.12,-0.49,40.03,19.29,9.84,4.5,-1.75,4.14,-0.22,2.5,107
1,707.0,7.73,3.72,-0.42,1.65,-0.39,0.46,41.7,13.92,-0.3,-0.26,-3.54,5.45,-1.21,2.79,190
0,827.8,6.34,4.02,-0.8,0.09,-0.25,-0.49,43.28,23.04,-0.12,1.22,-1.88,4.74,-0.41,3.32,166
