,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
5,151.62,9.6,6.19,-3.35,-0.29,-1.16,0.42,29.19,13.29,1.51,-2.98,-4.52,7.6,-1.75,4.66,245
4,201.34,9.51,6.4,-2.32,-0.69,-0.4,-0.27,31.91,17.57,1.8,3.62,-4.04,7.12,-1.26,4.46,309
3,260.36,8.54,6.24,-1.12,-1.46,-0.41,-0.32,35.45,19.09,2.1,-1.77,-2.76,6.19,-1.04,4.64,233
2,329.08,7.94,5.73,0.32,-0.66,0.48,-0.2,47.77,27.57,13.32,8.7,-2.42,5.73,-0.69,3.83,244
7,407.9,7.54,5.24,-0.33,-0.2,0.36,-0.17,47.1,25.28,6.14,6.02,-2.52,5.58,-0.71,3.49,339
6,497.04,7.3,4.21,-1.09,-0.01,0.21,-0.19,48.94,18.86,-5.05,-0.88,-3.39,5.33,-0.72,2.78,445
8,596.72,7.95,5.1,-1.17,-0.41,-0.54,-0.5,53.08,26.01,7.97,0.02,-3.47,6.43,-1.24,4.15,253
1,707.0,7.08,4.05,-1.6,0.2,-0.35,0.08,52.73,24.35,9.37,-3.2,-3.65,5.66,-1.0,3.07,487
0,827.8,6.0,4.33,-0.9,-0.11,0.08,-0.26,58.95,33.61,8.71,-0.8,-2.06,4.19,-0.89,3.09,434
