,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,8.71,8.01,-7.44,1.34,-5.97,0.59,30.16,27.62,24.68,19.42,-3.82,4.88,-1.0,2.4,16
7,201.34,9.55,9.91,4.42,3.17,3.26,5.04,16.25,9.68,-9.94,-4.04,-4.16,6.86,-5.61,8.7,37
6,260.36,8.8,4.99,-0.66,1.17,-1.18,0.29,23.12,13.87,3.9,7.74,-2.75,6.37,-0.94,3.41,13
5,329.08,5.79,4.97,3.37,-0.49,2.4,-1.63,27.74,25.8,-26.94,-25.8,0.51,2.3,0.93,2.84,11
4,407.9,9.99,4.54,1.17,7.0,1.53,2.32,28.91,9.1,9.37,-1.86,-4.82,8.04,-2.71,3.89,17
3,497.04,9.08,4.03,2.34,4.24,1.34,0.64,23.29,6.77,18.65,0.08,-6.19,7.9,-2.45,3.66,22
2,596.72,4.32,2.68,2.77,0.64,-0.41,-0.72,17.44,9.61,-16.72,-4.77,-1.22,2.17,1.19,1.75,13
1,707.0,7.6,3.88,4.61,2.68,1.09,0.76,28.06,11.38,-21.81,-1.73,-5.27,5.91,-1.91,3.08,31
0,827.8,6.06,3.91,0.83,1.54,0.52,0.25,40.25,25.7,-7.41,-10.58,-2.57,4.99,-0.98,3.42,34
