,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,9.14,5.43,-4.17,0.74,-1.6,-0.48,22.02,12.15,11.12,5.26,-1.55,6.81,0.53,3.54,114
7,201.34,9.41,8.2,0.97,1.95,1.53,1.8,19.31,12.79,-5.58,-2.61,-3.13,6.38,-2.61,6.01,104
6,260.36,10.06,7.17,0.95,0.55,0.21,0.76,23.69,13.8,-4.57,0.85,-2.08,6.99,-0.57,4.01,59
5,329.08,8.21,4.67,-0.37,0.21,-0.22,-0.69,20.75,14.35,-9.11,-6.0,-2.8,5.95,-0.83,3.4,64
4,407.9,8.24,4.72,-1.46,0.4,-0.05,0.0,25.26,13.81,5.71,-1.03,-3.4,6.48,-0.75,2.91,117
3,497.04,6.96,3.79,-0.76,0.39,-0.25,-0.13,29.72,13.66,9.59,-0.5,-2.47,5.18,-0.67,2.34,152
2,596.72,6.25,3.41,-0.72,0.03,-0.13,-0.21,42.52,18.34,-5.96,0.71,-1.72,4.16,-0.29,2.27,107
1,707.0,7.13,3.52,0.02,1.19,-0.43,0.4,41.14,14.39,-9.89,1.1,-3.4,5.22,-1.19,2.62,194
0,827.8,6.62,4.01,-0.97,0.07,-0.27,-0.71,47.41,22.95,3.58,0.48,-2.22,5.0,-0.64,3.3,165
