,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
4,151.62,40.28,4.04,-29.38,12.09,0.18,-0.05,102.92,7.15,65.36,0.12,2.91,19.61,0.59,2.82,75
3,201.34,30.76,4.64,-13.07,7.87,-0.15,1.03,55.82,5.53,14.85,-0.12,-16.2,23.58,-0.58,3.54,80
2,260.36,43.27,6.21,-13.76,9.88,0.04,0.6,60.81,8.89,5.8,-0.38,-14.2,27.85,0.23,4.87,69
6,329.08,37.1,7.25,-11.6,11.22,-1.33,1.47,63.82,12.82,33.06,-4.94,-13.39,25.96,-2.22,6.09,60
1,407.9,29.43,5.79,-2.31,12.48,0.83,1.16,53.51,11.02,-6.46,-2.14,-12.95,25.82,-0.6,4.05,82
5,497.04,19.39,3.51,-5.0,6.05,0.0,0.38,51.73,6.22,4.79,-0.05,-11.5,16.02,-0.01,2.75,74
8,596.72,20.57,3.77,-6.02,6.26,0.59,-0.23,82.74,9.48,-19.22,-1.08,-6.95,12.43,0.21,2.69,49
0,707.0,14.98,3.88,-3.49,0.79,0.71,0.19,48.17,11.84,-14.28,-2.01,-5.81,10.86,-0.18,2.57,62
7,827.8,11.93,4.93,-4.93,0.11,-0.12,-0.02,52.8,19.75,7.63,-6.78,-4.94,8.52,-1.24,4.37,57
