,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,8.65,5.8,-3.11,1.58,-2.02,0.31,23.47,13.18,4.67,4.47,-1.94,5.93,-0.33,3.42,154
7,201.34,9.6,7.74,0.43,1.93,0.69,1.41,27.45,15.42,-1.8,2.05,-2.57,6.62,-1.34,5.5,161
6,260.36,10.25,8.62,1.12,0.86,0.92,0.51,30.36,20.9,-6.91,-1.98,-2.32,6.95,-0.7,5.04,111
5,329.08,9.2,6.28,1.47,0.84,0.95,-0.96,33.2,17.03,-5.19,-3.33,-2.38,6.47,-0.04,4.17,95
4,407.9,8.37,5.61,-1.06,0.7,-0.54,0.12,31.31,16.84,-2.55,-1.82,-3.09,6.27,-0.87,3.75,170
3,497.04,7.75,4.65,-0.45,1.11,-0.08,-0.07,34.5,15.19,4.72,1.29,-3.27,5.52,-0.91,2.97,219
2,596.72,7.39,4.19,0.13,0.7,0.34,-0.23,44.44,18.57,3.84,4.0,-2.9,4.99,-0.84,2.74,173
1,707.0,7.34,3.92,0.13,1.1,0.06,0.37,43.44,18.47,4.12,5.24,-3.15,5.22,-0.99,2.74,275
0,827.8,6.61,4.27,-0.08,0.5,0.05,-0.19,52.54,27.78,-3.91,3.66,-1.98,4.92,-0.57,3.3,218
