,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,10.0,5.88,-3.68,-1.25,-1.95,-0.15,30.05,12.58,-2.44,-1.79,-3.5,8.07,-2.02,5.01,139
7,201.34,9.97,6.51,-3.48,-0.82,-1.23,-0.51,29.3,17.55,0.6,-0.13,-3.99,7.55,-1.41,4.66,161
6,260.36,8.58,5.87,-0.53,-1.38,-0.86,-0.46,30.52,13.47,0.64,-3.69,-2.22,6.18,-0.92,4.45,137
5,329.08,7.68,5.12,-1.14,-1.08,0.07,-0.07,40.66,20.42,15.78,2.96,-2.1,5.72,-0.18,3.78,109
4,407.9,7.34,5.04,-1.49,-0.39,-0.28,-0.38,46.15,21.09,6.16,4.38,-2.51,5.42,-0.77,2.96,180
3,497.04,7.17,3.97,-1.2,-0.39,0.03,-0.42,52.66,18.65,1.43,2.13,-2.75,4.9,-0.7,2.34,257
2,596.72,7.92,4.56,-0.96,-0.77,-0.25,-0.59,55.7,23.88,-5.05,-3.42,-2.95,5.82,-1.0,3.49,129
1,707.0,6.65,3.58,-1.53,-0.14,-0.29,-0.19,58.89,24.67,7.55,0.62,-2.92,4.93,-0.71,2.65,241
0,827.8,5.67,3.52,-1.1,0.58,-0.11,-0.24,67.47,34.91,-2.33,3.01,-0.9,3.52,-0.7,2.48,229
