,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,9.02,5.51,-2.8,0.88,-1.12,-0.21,22.42,11.94,7.65,3.24,-1.19,6.75,0.49,3.62,118
7,201.34,9.41,9.19,1.72,2.27,2.95,2.44,18.57,12.82,-6.68,-6.67,-3.43,5.78,-2.35,6.18,109
6,260.36,10.39,8.67,0.95,2.29,2.01,1.83,28.69,18.19,-11.39,-6.9,-2.29,6.75,-0.06,3.79,73
5,329.08,8.04,4.99,-0.27,0.36,0.45,-0.33,21.89,13.37,0.05,-6.51,-2.35,5.71,-0.39,3.21,68
4,407.9,7.84,4.67,-1.7,0.74,0.15,0.27,24.48,14.14,3.42,1.57,-3.34,6.23,-0.93,3.08,120
3,497.04,6.83,3.36,-0.4,0.59,-0.02,0.04,28.44,11.53,2.04,-0.14,-2.54,5.21,-0.58,2.42,159
2,596.72,6.82,3.67,-0.89,-0.4,-0.1,-0.21,44.15,20.03,1.17,3.75,-1.97,4.75,-0.51,2.38,107
1,707.0,7.34,3.56,-0.58,1.4,-0.38,0.45,39.24,13.41,-1.5,0.16,-3.55,5.29,-1.23,2.72,187
0,827.8,6.37,3.95,-0.44,0.6,-0.24,-0.63,41.62,24.3,-5.46,1.92,-1.7,4.84,-0.43,3.26,156
