,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,9.27,5.94,-3.39,0.88,-1.66,-0.27,21.39,13.03,6.52,3.68,-1.13,6.61,0.29,3.79,112
7,201.34,8.89,7.56,-0.02,2.17,1.21,1.77,17.22,11.48,-4.01,-1.16,-3.83,6.49,-2.36,5.54,90
6,260.36,9.86,8.0,1.27,1.06,1.39,0.81,22.06,13.7,-11.44,-5.72,-1.17,6.02,-0.18,4.08,55
5,329.08,8.53,5.06,-0.7,-0.86,-0.26,-1.28,20.02,14.07,-5.44,-2.98,-2.9,6.29,-0.59,3.56,57
4,407.9,8.12,4.3,-1.53,0.41,-0.11,0.17,24.22,10.91,0.04,2.39,-3.56,6.57,-0.93,2.98,104
3,497.04,7.28,3.47,0.01,0.57,-0.01,-0.06,26.37,11.07,12.03,0.92,-2.71,5.47,-1.04,2.45,126
2,596.72,6.8,3.55,-0.47,0.5,-0.12,-0.34,34.5,14.4,-1.35,4.47,-2.43,4.7,-0.37,2.32,110
1,707.0,6.97,3.42,-0.32,1.5,-0.41,0.26,40.87,13.41,-0.86,0.41,-3.4,5.12,-1.17,2.45,169
0,827.8,6.65,3.99,-0.94,0.06,-0.29,-0.74,44.94,24.88,-3.01,1.24,-1.97,4.86,-0.49,3.27,141
