,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,7.88,4.12,-2.06,-0.11,0.19,0.03,20.07,11.14,6.51,3.23,-0.51,6.02,0.23,3.25,148
7,201.34,8.67,4.0,1.35,2.43,0.32,0.11,18.94,11.41,-1.43,-4.43,-3.69,6.55,0.09,2.73,115
6,260.36,8.66,3.97,0.09,1.81,0.21,0.33,25.51,16.46,-8.84,-2.64,-3.44,6.73,0.14,2.65,71
5,329.08,7.73,5.18,-1.25,-0.65,-1.17,0.07,22.66,12.31,-0.29,-6.47,-2.62,5.67,-2.4,4.47,78
4,407.9,7.81,3.18,-1.35,1.08,0.1,-0.05,27.31,13.73,9.39,1.27,-3.66,6.34,-0.28,2.24,137
3,497.04,7.41,2.6,-0.96,0.44,-0.02,-0.26,34.17,11.53,3.29,-0.88,-3.03,5.54,-0.26,1.49,191
2,596.72,6.73,3.09,-1.1,0.09,0.38,-0.2,47.21,18.62,10.54,1.32,-2.68,4.39,0.06,2.33,133
1,707.0,6.98,2.38,-0.6,1.35,0.23,0.18,41.48,14.42,-4.38,-1.76,-3.02,5.1,-0.2,1.73,210
0,827.8,6.33,3.06,-0.67,0.3,0.19,-0.56,48.0,23.52,-11.86,2.3,-2.16,4.81,0.14,2.54,195
