,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,8.96,5.7,-2.51,0.35,-1.23,-0.4,21.39,12.5,6.16,4.44,-0.97,6.71,0.32,3.88,115
7,201.34,8.86,8.42,1.86,2.16,2.28,2.19,17.82,10.98,-6.54,-4.35,-3.15,5.91,-2.43,6.21,102
6,260.36,11.48,9.62,1.45,3.59,1.99,1.76,32.3,21.49,-14.13,-4.42,-2.65,6.77,0.1,3.76,68
5,329.08,8.51,5.4,0.08,0.59,1.08,0.14,18.58,13.6,-4.13,-9.84,-2.99,6.46,-0.59,3.04,68
4,407.9,8.05,4.95,-1.51,0.74,-0.08,0.36,25.62,14.9,2.91,1.45,-3.69,6.19,-0.81,2.95,126
3,497.04,6.86,3.53,-0.82,0.49,-0.13,-0.16,28.88,11.73,1.42,0.57,-2.63,5.03,-0.5,2.28,153
2,596.72,6.59,3.53,-0.75,-0.36,0.12,-0.22,45.58,17.56,12.41,3.59,-1.88,4.38,-0.27,2.41,104
1,707.0,7.07,3.55,-0.27,1.6,-0.37,0.48,41.17,14.52,-10.68,-1.19,-3.28,5.06,-1.11,2.55,189
0,827.8,6.64,4.37,-0.65,0.64,-0.44,-0.43,46.06,23.23,-13.92,0.92,-1.8,4.91,-0.45,3.68,163
