
 SNPARM = PRES;TMPK;DWPK;RELH;UWND;VWND;HGHT                                    

 STID = PANC          STNM =    70273    TIME = 200105/1200         
 SLAT =  61.16     SLON =  -150.01   SELV =    40.0
 STIM =  1200

      PRES     TMPK     DWPK     RELH     UWND     VWND     HGHT
   1001.00   250.25   247.75    79.97    -0.36    -0.36    40.00
   1000.00   252.05   250.95    90.83     0.52    -0.89    57.00
    998.00   252.85   252.85   100.00     0.58    -1.11    71.79
    992.00   254.25   253.65    95.00     0.66    -1.78   116.55
    990.00   255.05   252.25    78.65     0.65    -2.02   131.60
    986.00   255.05   251.75    75.30     0.58    -2.49   161.82
    983.00   255.45   250.45    64.95     0.47    -2.85   184.59
    971.00   255.85   248.85    54.47    -0.40    -4.20   276.50
    967.31   255.78   248.59    53.57    -0.80    -4.56   305.00
    951.00   255.45   247.45    49.66     0.54    -4.60   432.22
    946.00   255.45   247.45    49.66     0.95    -4.53   471.64
    928.71   256.76   247.94    46.50     2.32    -4.01   610.00
    925.00   257.05   248.05    45.85     1.52    -3.26   640.00
    920.00   257.45   247.45    42.01     1.65    -3.11   680.79
    898.00   256.25   247.25    45.60     2.10    -2.40   862.67
    891.88   256.45   246.44    41.62     2.18    -2.18   914.00
    886.00   256.65   245.65    38.09     2.56    -2.63   963.60
    856.28   255.17   246.95    48.60     4.30    -5.12  1219.00
    854.00   255.05   247.05    49.54     4.25    -5.41  1238.94
    850.00   255.45   247.45    49.66     4.14    -5.91  1274.00
    841.00   255.05   245.05    41.22     3.46    -5.57  1353.54
    832.00   254.45   245.45    45.01     2.82    -5.18  1433.79
    824.00   253.85   243.85    40.82     2.30    -4.78  1505.67
    821.97   253.72   243.98    41.76     2.18    -4.67  1524.00
    808.00   252.85   244.85    48.84     2.17    -5.14  1651.11
    799.00   252.25   242.25    40.29     2.15    -5.45  1733.92
    790.00   252.05   245.05    53.33     2.12    -5.76  1817.54
    788.77   252.02   244.71    51.83     2.11    -5.81  1829.00
    782.00   251.85   242.85    44.16     2.26    -5.87  1892.61
    772.00   251.05   243.05    48.26     2.48    -5.95  1987.35
    758.00   249.85   240.85    43.49     2.80    -6.05  2121.52
    756.71   249.81   240.26    41.22     2.83    -6.06  2134.00
    751.00   249.65   237.65    32.36     2.98    -5.89  2189.35
    734.00   248.05   239.05    42.88     3.38    -5.34  2356.14
    732.00   248.25   240.25    47.35     3.42    -5.27  2375.96
    725.77   247.94   239.16    43.79     3.54    -5.06  2438.00
    724.00   247.85   238.85    42.81     3.64    -5.08  2455.75
    719.00   248.05   235.05    28.74     3.93    -5.11  2506.05
