
 SNPARM = PRES;TMPK;DWPK;RELH;UWND;VWND;HGHT                                    

 STID =               STNM =     3354    TIME = 200107/0000         
 SLAT =  53.00     SLON =    -1.25   SELV =     0.0
 STIM =  2300

      PRES     TMPK     DWPK     RELH     UWND     VWND     HGHT
   1006.00   278.55   276.85    88.79     1.18     0.99     0.00
   1000.00   279.35   276.85    84.01     3.12     1.80   163.00
    997.00   279.35   276.75    83.42     4.15     2.05   187.66
    988.00   278.99   276.57    84.43     7.46     2.00   261.96
    977.00   278.55   276.35    85.71    10.75     1.60   353.71
    968.00   279.15   275.95    79.93    13.45     0.71   429.51
    963.00   278.80   275.74    80.68    14.93    -0.00   471.75
    944.00   277.45   274.93    83.66    13.90    -0.00   634.25
    926.00   276.15   274.15    86.69    14.33    -1.19   791.24
    925.00   275.95   273.85    86.05    14.36    -1.26   800.00
    914.00   275.55   272.55    80.56    15.07    -0.47   896.78
    908.00   275.07   272.11    80.73    15.44    -0.00   949.89
    899.00   274.35   271.45    80.99    15.13    -1.32  1030.23
    890.00   274.15   268.15    64.23    14.70    -2.59  1111.14
    874.00   273.05   268.65    72.22    15.89    -2.05  1256.65
    868.00   272.65   267.65    68.94    16.33    -1.82  1311.76
    860.00   272.29   265.52    60.08    16.93    -1.48  1385.70
    859.00   272.25   265.25    59.04    16.91    -1.63  1394.99
    858.00   272.25   264.25    54.62    16.90    -1.77  1404.28
    855.00   272.45   259.45    36.70    16.84    -2.22  1432.23
    850.00   272.05   260.05    39.67    16.73    -2.95  1479.00
    848.00   271.85   257.85    33.63    16.77    -3.21  1497.76
    840.00   271.65   258.65    36.45    16.89    -4.26  1573.20
    838.00   271.65   260.65    42.89    16.90    -4.53  1592.17
    837.00   271.65   260.65    42.89    16.91    -4.36  1601.67
    826.00   271.05   258.05    36.26    16.86    -2.49  1706.81
    819.00   271.05   252.05    21.81    16.73    -1.32  1774.36
    814.00   270.85   250.85    19.93    16.58    -0.49  1822.94
    811.00   270.67   250.38    19.37    16.47    -0.00  1852.15
    794.00   269.65   247.65    16.38    17.84    -2.31  2019.75
    788.00   270.15   244.66    11.99    18.25    -3.22  2079.73
    782.00   270.65   241.65     8.70    17.56    -3.57  2140.16
    768.00   269.72   241.49     9.18    15.91    -4.26  2282.94
    764.00   269.45   241.45     9.33    16.34    -4.38  2324.22
    758.00   270.05   236.05     5.24    17.00    -4.56  2386.46
    741.00   268.83   233.60     4.47    18.89    -5.06  2564.72
    717.00   267.05   230.05     3.52    20.84   -11.23  2823.48
    714.00   268.01   226.22     2.15    20.96   -12.10  2856.34
    712.00   268.65   223.65     1.54    20.66   -12.30  2878.33
    706.00   268.85   221.85     1.23    19.75   -12.86  2944.88
    701.00   268.68   221.68     1.22    18.98   -13.29  3000.77
    700.00   268.65   221.65     1.22    18.14   -15.22  3012.00
    686.00   267.45   221.45     1.30    19.10   -16.03  3170.31
    655.00   266.64   224.67     2.01    21.30   -17.87  3530.92
    633.00   266.05   227.05     2.74    22.60   -16.19  3797.35
    632.00   266.05   227.05     2.74    22.66   -16.11  3809.65
    630.00   265.87   227.39     2.89    22.77   -15.95  3834.23
    617.00   264.65   229.65     4.06    20.47   -16.77  3995.98
    615.00   264.47   230.65     4.58    20.11   -16.87  4021.02
    601.00   263.21   237.78    10.53    18.93   -18.93  4198.60
    597.00   262.85   239.85    13.28    19.79   -19.01  4250.09
    590.00   262.45   247.45    28.00    21.34   -19.09  4340.68
    571.00   260.05   249.05    39.21    25.78   -18.84  4590.81
    558.00   259.45   247.45    35.64    28.99   -18.24  4765.78
    555.00   259.25   247.25    35.58    29.74   -18.05  4806.67
    551.00   258.79   247.62    38.21    30.76   -17.76  4861.29
    536.00   257.05   249.05    50.16    29.23   -18.87  5069.69
    534.00   256.85   249.85    54.77    29.02   -19.01  5097.79
    529.00   256.65   249.65    54.71    28.49   -19.36  5168.45
    526.00   256.65   247.65    45.73    28.16   -19.56  5211.14
    517.00   255.85   245.85    41.49    27.18   -20.15  5340.49
    504.00   254.85   244.85    41.16    25.71   -20.95  5530.68
    500.00   254.25   244.25    40.96    25.24   -21.18  5590.00
    489.00   253.45   244.45    44.68    23.05   -21.66  5756.09
    483.00   252.76   245.48    52.14    21.84   -21.84  5847.99
    482.00   252.65   245.65    53.51    21.88   -21.97  5863.41
    474.00   252.25   243.25    44.29    22.14   -23.04  5987.69
    465.00   251.45   243.45    48.39    22.40   -24.29  6129.69
    459.00   251.65   239.65    33.04    22.55   -25.14  6225.77
    456.00   251.45   239.45    32.97    22.62   -25.57  6274.28
    449.00   250.45   241.45    43.69    22.76   -26.61  6388.45
    445.00   250.10   241.10    43.57    22.83   -27.21  6454.26
    440.00   249.65   240.65    43.42    22.91   -26.78  6537.36
    431.00   248.45   240.45    47.41    23.03   -26.00  6688.73
    414.00   246.45   236.45    38.30    23.21   -24.49  6981.58
    403.00   245.05   237.05    46.28    23.29   -23.48  7176.19
    401.00   244.85   234.85    37.74    23.30   -23.30  7212.03
    400.00   244.65   235.65    41.71    23.30   -23.30  7230.00
    399.00   244.65   236.65    46.14    23.41   -23.32  7247.86
    396.00   244.45   235.45    41.65    23.73   -23.40  7301.69
    395.00   244.25   235.25    41.58    23.84   -23.42  7319.71
    393.00   244.05   233.05    33.78    24.05   -23.47  7355.86
    390.00   243.65   234.65    41.37    24.38   -23.54  7410.36
    387.00   243.25   233.25    37.18    24.72   -23.60  7465.18
    380.00   242.05   234.05    45.26    25.51   -23.74  7594.36
    378.00   241.65   232.65    40.67    25.74   -23.78  7631.58
    376.00   241.45   233.45    45.05    25.97   -23.82  7668.96
    372.00   240.85   232.85    44.84    26.44   -23.89  7744.18
    362.00   239.25   232.25    49.20    27.66   -24.05  7934.95
    360.00   239.05   231.05    44.21    27.90   -24.07  7973.59
    359.00   238.85   231.85    49.07    28.03   -24.09  7992.98
    356.00   238.45   229.45    39.53    28.41   -24.12  8051.39
    353.00   238.15   229.15    39.42    28.79   -24.16  8110.19
    352.00   238.05   229.05    39.38    28.78   -24.23  8129.90
    349.00   237.65   229.65    43.72    28.74   -24.46  8189.27
    343.00   236.85   228.85    43.43    28.67   -24.93  8309.25
    332.00   234.85   227.85    47.69    28.52   -25.81  8533.45
    329.00   234.45   225.45    38.07    28.47   -26.06  8595.56
    326.00   234.05   226.05    42.42    28.42   -26.31  8658.14
    322.00   233.45   222.45    29.98    28.35   -26.64  8742.30
    317.00   232.45   223.45    37.33    28.26   -27.07  8848.61
    314.00   232.05   225.05    46.69    28.20   -27.33  8913.01
