
 SNPARM = PRES;TMPK;DWPK;RELH;UWND;VWND;HGHT                                    

 STID =               STNM =     2365    TIME = 200104/0000         
 SLAT =  62.53     SLON =    17.45   SELV =     6.0
 STIM =     0

      PRES     TMPK     DWPK     RELH     UWND     VWND     HGHT
    981.00   274.55   266.55    55.25     3.08     0.27     6.00
   1000.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00  -148.00
    976.00   274.21   266.30    55.53     4.84     1.76    46.95
    925.00   270.65   263.65    58.62    16.44     5.99   477.00
    917.00   270.05   263.39    60.05    17.90     6.52   545.11
    850.00   264.85   261.15    74.65    25.23    -0.00  1140.00
    800.00   261.65   261.65   100.00    25.65    -6.36  1607.52
    787.00   263.45   260.65    80.01    25.48    -8.13  1733.53
    746.00   260.69   256.81    72.73    24.08   -13.90  2141.95
    706.00   257.85   252.85    65.55    22.64   -10.88  2562.64
    700.00   257.25   252.55    67.13    22.39   -10.44  2627.00
    662.00   254.05   250.95    76.45    20.90    -7.01  3045.71
    618.00   250.25   243.25    52.77    18.44    -3.44  3554.51
    615.00   249.96   242.96    52.68    18.25    -3.22  3589.31
    500.00   237.45   230.45    48.59    16.87   -11.81  5070.00
    484.00   235.45   227.45    42.93    16.06   -11.88  5295.11
    448.00   231.09   226.31    59.47    14.19   -11.91  5818.75
    420.00   227.45   225.35    79.18    18.92    -9.61  6256.00
    416.00   227.13   221.91    55.37    19.59    -9.14  6319.65
    415.00   227.05   221.05    50.50    19.52    -9.36  6335.66
    400.00   226.45   221.75    58.57    18.14   -12.70  6580.00
    396.00   225.97   221.19    57.88    18.14   -12.70  6646.45
    390.00   225.25   220.35    56.82    18.36   -11.31  6747.39
    370.00   222.40   220.16    76.94    18.38    -6.69  7092.22
    369.00   222.25   220.15    78.17    18.43    -6.71  7109.94
    353.00   220.25   215.55    56.51    19.25    -7.01  7397.06
    336.00   219.25   215.65    64.45    20.15    -7.34  7714.57
    333.00   219.05   214.05    54.01    20.32    -7.40  7772.10
    316.00   217.85   204.85    18.33    21.28    -7.75  8107.19
    312.00   218.25   201.25    10.43    21.44    -7.81  8188.51
    304.00   219.31   198.34     5.96    21.77    -7.92  8355.07
    300.00   219.85   196.85     4.45    21.46   -10.01  8440.00
    295.00   221.17   196.52     3.62    20.51   -11.84  8548.00
    291.00   222.25   196.25     3.06    21.30   -10.68  8635.72
    290.00   222.45   196.45     3.09    21.49   -10.38  8657.97
    267.00   219.85   194.85     3.26    24.66    -2.32  9189.18
    256.00   220.11   193.83     2.69    25.13     2.20  9458.29
    250.00   220.25   193.25     2.41    22.65    -0.00  9610.00
    213.00   222.85   190.85     1.20    26.96    -6.43 10649.59
    209.00   222.61   190.61     1.19    27.35    -7.33 10773.14
    200.00   222.05   190.05     1.15    24.37    -6.53 11060.00
    193.00   220.93   189.71     1.24    23.59    -2.06 11288.41
    159.00   214.85   187.85     1.90    30.92     5.45 12530.76
    154.00   216.45   187.45     1.45    28.42     5.01 12732.98
    150.00   216.05   188.05     1.69    26.36     4.65 12900.00
    139.00   215.11   187.49     1.72    25.36     6.79 13375.23
    129.00   214.19   186.93     1.76    28.72    -2.51 13841.10
    118.00   213.09   186.27     1.80    30.77     2.69 14397.23
    107.00   211.88   185.55     1.85    41.57    -7.33 15007.83
    100.00   211.05   185.05     1.89    38.29   -10.26 15430.00
     70.00   206.85   182.85     2.23    39.12    -0.00 17600.00
     50.00   200.45   182.45     5.14    46.33    -0.00 19610.00
     44.40 -9999.00 -9999.00 -9999.00    53.02    -0.00 -9999.00
