
 SNPARM = PRES;TMPK;DWPK;RELH;UWND;VWND;HGHT                                    

 STID = LHUD          STNM =    12982    TIME = 200103/0000         
 SLAT =  46.25     SLON =    20.10   SELV =    83.0
 STIM =     0

      PRES     TMPK     DWPK     RELH     UWND     VWND     HGHT
   1022.00   270.45   270.15    97.80    -0.00    -0.00    83.00
   1017.00   270.05   268.85    91.41    -0.14    -0.20   121.59
   1010.00   269.45   268.25    91.37    -0.59    -0.07   175.84
   1008.00   269.65   268.45    91.39    -0.69     0.09   191.39
   1002.00   269.95   268.97    92.96    -0.64     0.77   238.30
   1000.00   270.05   269.15    93.50    -0.50     0.87   254.00
    994.00   272.67   272.37    97.83     0.26     0.97   301.81
    992.00   273.55   273.45    99.28     0.38     0.98   317.81
    984.00   273.35   273.25    99.28     0.90     0.90   382.54
    976.00   273.05   272.55    96.43     1.40     0.52   447.74
    958.00   275.37   265.68    48.73     1.64    -1.15   598.02
    943.00   277.34   259.86    26.73     2.87    -4.10   725.42
    925.00   279.75   252.75    12.47     1.93    -2.30   881.00
    923.00   279.77   252.01    11.68     2.12    -2.12   898.77
    904.00   279.95   244.95     6.11     3.00    -0.16  1069.52
    896.00   279.75   244.75     6.08     2.90     0.78  1142.32
    885.00   279.47   244.47     6.04     0.34     0.94  1243.50
    874.00   279.18   244.18     6.00     0.94    -0.34  1345.94
    850.00   278.55   243.55     5.91     2.00    -3.46  1574.00
    841.00   278.15   244.34     6.54     1.27    -2.72  1660.10
    809.00   276.71   247.22     9.44    -1.37    -3.76  1973.90
    797.00   276.16   248.34    10.85    -3.86    -4.60  2094.78
    769.00   274.83   250.99    15.11    -2.11    -4.53  2384.08
    743.00   273.55   253.55    20.68    -2.57    -4.71  2662.30
    700.00   271.05   245.05    11.63    -3.44    -4.91  3138.00
    686.00   269.85   241.85     9.41    -3.44    -4.91  3298.06
    611.00   262.27   243.19    19.14    -3.44    -4.91  4196.05
    587.00   259.65   243.65    24.69    -4.25    -5.39  4506.84
    517.00   253.85   229.85    10.02    -7.21    -6.36  5461.87
    508.00   253.32   235.63    19.15    -7.66    -6.43  5592.20
    500.00   252.85   240.85    33.44    -8.43    -7.07  5710.00
    460.00   247.85   243.05    64.18    -7.17    -7.33  6320.65
    400.00   241.05   230.05    32.72    -5.16    -7.37  7320.00
    397.00   240.45   229.45    32.51    -5.41    -7.27  7373.14
    331.00   229.45   222.45    45.76   -10.29    -2.29  8625.56
    313.00   226.67   217.14    32.95   -11.00     0.00  8998.08
    303.00   225.05   214.05    26.89   -10.14     1.36  9214.41
    300.00   224.65   213.65    26.74    -9.85     1.74  9280.00
    250.00   214.45   206.45    34.87   -16.00     0.00 10450.00
    243.00   213.05   206.05    39.42   -16.44     0.00 10627.99
    206.00   205.76   198.76    36.37   -19.00     0.00 11639.07
    200.00   204.45   197.45    35.81   -22.00     0.00 11820.00
    178.00   201.62   194.62    34.59    -9.06     4.23 12509.18
    171.00   200.65   193.65    34.16    -2.95    -0.52 12746.45
    167.00   202.23   194.78    32.46    -1.29    -4.83 12887.53
    159.00   205.51   197.12    29.36    -5.66    -5.66 13180.14
    156.00   206.79   198.03    28.29    -1.81    -6.76 13293.68
    154.00   207.65   198.65    27.60     2.14    -8.05 13370.59
    153.00   207.55   198.55    27.56     4.50    -7.79 13410.05
    150.00   207.25   198.25    27.44     4.50    -7.79 13530.00
    148.00   206.85   197.85    27.27     3.93    -7.90 13611.26
    139.00   207.96   197.48    22.14     1.39    -7.88 13993.43
    125.00   209.85   196.85    15.62     2.22   -12.59 14640.11
    119.00   209.50   195.32    12.90     2.60   -14.77 14941.48
    115.00   209.25   194.25    11.27     3.34   -13.58 15150.96
    107.00   210.85   193.85     8.56     4.41   -10.99 15593.76
    104.00   210.40   193.40     8.45     4.65    -9.97 15768.82
    103.00   210.25   193.25     8.41     5.56    -9.20 15828.30
    100.00   210.25   192.25     7.15     7.66    -6.43 16010.00
     70.00   210.65 -9999.00 -9999.00    12.99    -7.50 18210.00
     50.00   210.65 -9999.00 -9999.00    19.92    -1.74 20280.00
     30.00   212.25 -9999.00 -9999.00    28.56    -5.04 23440.00
     20.00   217.25 -9999.00 -9999.00    35.00    -0.00 26000.00
     10.00   229.25 -9999.00 -9999.00    62.96    22.92 30520.00
      7.50 -9999.00 -9999.00 -9999.00    63.44    29.58 -9999.00
