
 SNPARM = PRES;TMPK;DWPK;RELH;UWND;VWND;HGHT                                    

 STID =               STNM =    89664    TIME = 200701/0000         
 SLAT = -77.85     SLON =   166.66   SELV =    24.0
 STIM =     0

      PRES     TMPK     DWPK     RELH     UWND     VWND     HGHT
    999.00   250.65   247.95    78.60    -0.04    -0.51    24.00
   1000.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00     2.00
    995.00   253.45   247.45    58.88     0.06    -1.19    52.87
    989.00   253.65   248.75    65.08     0.58    -2.14    96.65
    972.00   254.17   247.43    55.26     3.95    -3.31   222.70
    948.00   254.92   245.52    43.56     4.00    -4.00   404.45
    943.00   255.07   245.12    41.40     3.64    -3.64   442.89
    925.00   255.65   243.65    34.38     3.08     0.27   583.00
    924.00   255.65   242.65    31.29     3.14     0.43   591.09
    900.00   255.04   242.65    32.94     1.33     4.97   787.48
    885.00   254.65   242.65    34.05    -0.72     8.21   912.89
    862.00   253.08   241.74    35.69    -0.72     8.21  1108.08
    850.00   252.25   241.25    36.61     0.81     9.23  1212.00
    836.00   251.47   241.37    39.66     2.80    10.44  1332.82
    755.00   246.68   242.13    65.45    -1.88    10.65  2074.23
    714.00   244.05   242.55    86.81    -0.51    11.18  2480.43
    700.00   243.65   242.05    85.95     0.00    11.33  2622.00
    689.00   242.85   241.06    84.30     1.12    12.82  2732.96
    597.00   235.65   232.15    69.70     1.27    14.55  3737.05
    592.00   235.45   233.15    78.95     1.28    14.65  3794.96
    585.00   235.85   232.35    69.75     1.29    14.79  3876.90
    578.00   236.05   225.05    30.93     1.31    14.94  3959.92
    565.00   234.85   229.85    59.23     1.33    15.21  4116.48
    557.00   234.30   227.93    50.88     1.35    15.38  4214.04
    543.00   233.32   224.50    38.42    -1.48    16.93  4388.19
    542.00   233.25   224.25    37.63    -1.54    16.80  4400.80
    522.00   233.11   216.59    15.43    -2.50    14.19  4657.02
    513.00   233.05   213.05     9.96    -1.97    14.07  4775.54
    500.00   232.05   212.05     9.72    -1.21    13.85  4950.00
    468.00   229.63   209.24     8.69     1.79    10.14  5393.40
    449.00   228.12   207.48     8.08    -3.20    11.94  5671.25
    423.00   225.94   204.95     7.25     1.03    11.79  6071.15
    422.00   225.85   204.85     7.22     0.77    11.66  6087.02
    403.00   224.65   201.92     5.45    -2.99     8.22  6390.74
    400.00   224.45   201.45     5.20    -3.17     8.71  6440.00
    393.00   223.95   201.01     5.16    -1.88    10.65  6554.15
    366.00   221.92   199.23     5.01    -4.35     9.33  7014.34
    346.00   220.32   197.82     4.89    -1.16     6.59  7377.66
    330.00   218.97   196.64     4.79    -2.26     8.45  7683.77
    315.00   217.64   195.47     4.69     1.52     8.62  7984.55
    300.00   216.25   194.25     4.59     0.94    10.77  8300.00
    280.00   214.82   193.62     4.95    -3.48     7.47  8733.18
    275.00   214.45   193.45     5.05    -0.91     8.19  8846.31
    272.00   214.27   193.27     5.02     0.72     8.21  8914.64
    250.00   212.85   191.85     4.78     0.72     8.21  9440.00
    235.00   211.52   191.07     5.00     3.06    11.44  9822.66
    222.00   210.29   190.36     5.21     0.94    10.77 10174.60
    213.00   209.40   189.84     5.38     3.34     9.19 10430.54
    202.00   208.26   189.17     5.60    -0.76     8.72 10758.46
    200.00   208.05   189.05     5.64     0.00     7.72 10820.00
    192.00   207.05   188.93     6.33     1.16     6.59 11066.24
    185.00   206.15   188.83     7.05    -1.94     5.32 11290.26
    183.00   205.88   188.79     7.27    -2.18     4.67 11355.83
    175.00   204.79   188.67     8.28     2.57     4.46 11625.45
    174.00   204.65   188.65     8.42     3.54     5.06 11660.02
    169.00   205.04   189.04     8.52     4.63     5.52 11834.96
    161.00   205.68   189.68     8.68     1.87     6.96 12125.91
    159.00   205.85   189.85     8.73     2.24     7.04 12200.91
    150.00   204.05   188.05     8.27     4.12     7.14 12550.00
    144.00   203.35   187.75     8.68     6.31     5.30 12790.62
    136.00   202.36   187.33     9.30     4.12     7.14 13127.54
    115.00   199.46   186.08    11.45     3.48    -0.93 14116.18
    111.00   198.85   185.82    11.98     5.13    -0.45 14324.85
    100.00   197.05   185.05    13.74     9.19     3.34 14940.00
