,pressure,error_sum,speed_sum,denominator,yield
0,103,12935.013276835616,8173.142291255134,1049.449596380591,1190
1,110,10986.590436612516,6463.022498336319,902.3937650618643,1068
2,118,9412.967869461221,6133.507247484455,782.4174982513898,883
3,126,9051.174089358627,6693.787014853445,733.6170509752637,853
4,134,11675.873163261287,9703.036134153934,982.1599092572357,1140
5,142,8562.49544012247,6953.709968308117,693.5397101393822,825
6,151,8964.622566405404,7625.027609291771,713.4769178589736,816
7,160,8831.109102381712,8169.525375024139,715.6646479592249,824
8,170,6737.220790526921,6729.418932998884,565.7354517892264,662
9,180,7607.004473218819,6832.60541394904,606.4153829334568,711
10,190,7731.765319282959,7392.843858178444,662.4192767945201,765
11,201,7126.922903582767,7110.595455651985,607.9524202385958,709
12,212,7177.323230467794,6934.545872923766,600.6289069506417,707
13,223,6807.307884656959,6462.286213599812,581.0834408402521,679
14,235,5721.690038169239,5770.8246194243075,509.2544777136294,600
15,247,7179.984084330734,6487.463447213977,598.5033321578097,687
16,260,8684.908333666137,8129.785735758632,721.4954717145384,826
17,273,8947.928099454646,8917.347785982949,781.0345429258724,884
18,286,11070.47177871983,10164.3069888929,959.0900130163623,1088
19,300,10055.66466620263,9678.009338532924,891.9511004583076,1023
20,314,10204.91114891697,10630.857956009442,891.930995412346,1013
21,329,10191.845466804867,9518.287940740134,841.2891083046404,974
22,344,10770.475411042766,8781.607700601797,818.0069732738498,961
23,359,11044.554340446262,10132.689373664147,902.4176663223935,1069
24,375,12678.238225958674,10322.133400733323,1031.406877941867,1203
25,391,12430.761224319604,11896.872585287138,1079.5964429403712,1272
26,408,10357.382588965918,8623.810588699178,920.0656798707819,1063
27,424,13143.879817049321,9471.495462660656,1080.0328152615184,1240
28,442,15916.237244138458,12026.280686363543,1378.968119181098,1587
29,460,15166.114095185903,10495.21665592756,1260.4709981575656,1456
30,478,16543.867028138622,10719.5317519294,1400.620010666786,1628
31,497,17654.709495734725,9973.832853091946,1394.757396030634,1589
32,516,13867.739656611348,7456.508920326121,1111.070962794352,1275
33,535,16284.39346193025,8665.910786684688,1361.2256093502122,1567
34,555,17006.029453640433,8039.1884314383515,1450.5021045397436,1704
35,576,19267.811137097255,8616.909388789603,1601.693446187183,1837
36,596,20021.475839598865,9471.907222076707,1642.6348442575825,1894
37,618,19902.424865365832,9324.975562086578,1718.464561154754,1981
38,639,22754.355992949255,11305.287791839097,1970.0125407671514,2298
39,661,22616.365624589274,10807.462190186136,1930.5435130395397,2250
40,684,17979.813152061564,8981.752983738541,1522.9637240440497,1803
41,707,17571.94045226732,9006.753744079177,1442.5974289527442,1714
42,730,20323.48968906702,8977.621692940564,1574.9852655417526,1868
43,754,20120.049620133836,10268.821386647423,1788.1927287811732,2083
44,778,21506.42053422956,12594.650981211085,1987.6569773539823,2302
45,802,24246.311451145953,12412.12078994297,2078.1211529966035,2413
46,827,22678.392464689052,12129.689010595595,2128.042381512793,2465
47,853,22797.872316987494,10899.348365665246,1806.900621269332,2111
48,879,17425.91962074143,8978.647143050079,1460.3452119780422,1727
