,edges,rmse,shear,shear_era5
0,"-30,30",2.433570811471051,7.567935236666728,7.321355640181323
1,"30,70",2.4033280091033666,6.937940085730664,6.577488543692124
2,"-70,-30",2.4938826221388215,11.40539103075992,10.65786042992443
