,pressure,error_sum,speed_sum,denominator,yield
0,103,120807.4683986795,23034.789230256352,2817.8098657072064,3293
1,110,112208.63261779622,26625.259000880556,2751.001058889782,3263
2,118,101474.63714444888,21371.029841628973,2123.190304291538,2486
3,126,101085.14979907764,20101.148845552234,2113.9740322083876,2499
4,134,101867.54038953094,25339.50840301898,2332.5042027038035,2777
5,142,89709.27918138698,21618.42681194347,1942.58416039277,2292
6,151,88626.35513618148,22084.289063310687,2005.0974768922094,2335
7,160,90216.6329488807,24259.173263987956,2022.308119296564,2344
8,170,82140.48923858874,19074.34879703126,1723.7364080192942,1988
9,180,86015.48505398755,21962.5468255583,1935.3089493782215,2218
10,190,91003.14435630591,23652.772473170604,2003.4399257722614,2287
11,201,91158.05846209693,24892.900257974998,1902.3870689205155,2204
12,212,89512.1641057071,27154.94813819517,1874.2800973454396,2197
13,223,87977.77288377698,23802.668924771504,1883.7215422223353,2214
14,235,86563.11835008336,23744.77155200112,1846.6165465229776,2187
15,247,81956.97534029183,27941.279235307527,1841.8646629536381,2184
16,260,87037.72022616272,25572.771794785465,1862.2852067181539,2176
17,273,89016.83774344892,25019.037557953452,1901.6041880007426,2214
18,286,110964.54925215266,29782.847757200987,2303.9733475989797,2683
19,300,110316.81338160344,32259.62532597352,2473.4118666388363,2852
20,314,102254.13716045061,28658.82617291064,2284.009664034381,2631
21,329,104042.27190479687,31485.80957431602,2412.868269719891,2848
22,344,102639.54376369152,31188.0983410788,2453.116948582897,2900
23,359,106959.70435597202,28882.470654094715,2570.8037740624272,2975
24,375,120136.75841410486,27922.544942503937,2708.303423545086,3157
25,391,126525.66122652817,31944.067664635433,2921.8841434129286,3422
26,408,132107.52420458998,30496.008934546888,3042.3943480697294,3536
27,424,110000.74161940401,26218.139853921835,2539.702602927688,2957
28,442,137694.143218318,28682.342796676454,3347.7055173821955,3867
29,460,144478.9506775343,26759.65848597644,3591.454180151656,4146
30,478,128865.53473053843,25312.998492053386,3486.6629850369145,4064
31,497,141305.1676180003,28051.498898126738,3660.994790187736,4220
32,516,139005.52490351375,26229.443003564418,3496.918376796784,4069
33,535,147426.0251390118,26531.09896945427,3422.0523740365093,4029
34,555,155234.92826656453,28995.9394561379,3491.111896006244,4052
35,576,141438.21346642994,24138.02332414102,3396.2092435823347,3962
36,596,157879.38528608,27216.88395957607,3812.042833657151,4438
37,618,162394.00141633188,27471.878085083765,3868.9922367098798,4469
38,639,148945.0549895381,21970.87863691569,3839.25272535382,4444
39,661,154163.61484714004,21082.04159068892,3796.0532742807072,4373
40,684,180418.52469846816,29184.16128045747,4538.230713449236,5282
41,707,179700.25044961454,30550.208267560345,4484.44634267858,5219
42,730,168567.58672337054,28013.955094501467,4384.00106327964,5138
43,754,163786.77961983872,28084.218086907455,4392.57960632771,5149
44,778,163743.63069047747,31309.49690065917,4662.363256636546,5517
45,802,173656.58535022603,31204.499882525928,4638.4847285462365,5472
46,827,181452.48143426634,32103.108032656593,4686.197570775618,5502
47,853,149919.48920712073,26633.641470054354,3901.008982102188,4543
48,879,168817.55044778148,25120.757672188465,3839.013057039897,4435
