,pressure,error_sum,speed_sum,denominator,yield
0,103,6806197.040295932,143750.7294159492,9155.953461467589,10938
1,110,7234182.555826816,152204.57813026765,9172.594951361116,10926
2,118,8050946.291773284,144433.5553457227,9177.121413698325,10931
3,126,8153600.999778357,144696.464892945,9336.869769525867,11160
4,134,6737412.810560537,125433.13435013335,9350.189196262902,11172
5,142,8085264.428987262,131091.12533633906,9334.457195889172,11151
6,151,8420600.585297322,133946.88986664786,9334.59467496658,11155
7,160,8017786.738792185,127216.47375617639,9350.398942043583,11174
8,170,8907474.830577299,137126.1311345356,9313.913471563135,11135
9,180,8681185.459963376,141984.12599736138,9304.095566586384,11123
10,190,8932111.238087183,140125.62084670656,9316.104254738639,11135
11,201,8892143.478395537,143238.9722938964,9271.31571328019,11078
12,212,9151773.10713378,129909.4368705759,9336.332217292067,11158
13,223,9546487.70375557,128638.21537629639,9313.024103575874,11133
14,235,9773507.65942261,132030.96673085113,9287.295206082663,11104
15,247,8918206.745185148,129339.41694864623,9272.507483002048,11089
16,260,8860592.20625891,135898.524218923,9272.648551078943,11089
17,273,9692599.340898704,142846.78265309928,9277.616807671177,11093
18,286,8358979.3429916985,146120.44931897745,9232.178747694245,11032
19,300,8906015.183428293,154491.97746767674,9228.059920129346,11023
20,314,8943517.698159572,157193.0041849422,9266.368429295153,11073
21,329,8372431.244607455,165628.88735205255,9295.468135126339,11108
22,344,7609320.6715334365,157354.314786375,9300.478807219944,11118
23,359,6343300.9887306,139226.1658930384,9177.777920750943,10993
24,375,6709495.313520054,132136.35139930903,9315.066637241729,11136
25,391,4852712.114110525,113337.55181549053,9338.476700163776,11159
26,408,4999293.764665642,108766.48301520283,9343.308134176237,11163
27,424,5214685.1665308615,104557.27292647856,9342.640619252772,11161
28,442,4233085.595199731,103985.8419283124,9347.189032258608,11168
29,460,4403273.230978875,97494.06685540453,9348.474917592648,11170
30,478,3766042.454571065,96278.904393886,9341.403179081295,11161
31,497,3571882.0733260824,89174.71814157617,9347.637928489945,11168
32,516,3580019.9199670022,92965.91890873703,9346.285152415692,11166
33,535,3219283.797751664,95352.2317013907,9334.735913570188,11155
34,555,3019606.6274155616,86572.63778354034,9330.585066411813,11148
35,576,3559512.492616143,93004.36933036777,9307.419890419125,11122
36,596,2984884.709973678,88663.53891650203,9320.542502563309,11134
37,618,2454187.31869345,78106.40525136766,9304.701880941822,11119
38,639,2625139.608000634,81244.60935637113,9280.379683002142,11092
39,661,2772665.3296208256,82612.39283614348,9216.444482191368,11015
40,684,2369719.531988216,80559.84941147378,9104.552825787123,10889
41,707,3337075.294815202,95707.59975013242,9023.741395815907,10799
42,730,2233183.485846465,84625.24609799635,8998.481487527308,10738
43,754,2563526.741248437,87014.08342228175,9087.41763176171,10862
44,778,2631900.7958049737,89924.40880562892,8945.30227343683,10683
45,802,2907078.9932242814,94305.21700860879,8853.034264274402,10578
46,827,2525516.3036095803,83393.57827915864,8752.756127849565,10456
47,853,2400709.002067776,82329.26077366102,8539.460102430736,10164
48,879,2448786.096149926,80801.84904472595,8508.471623065065,10130
