,pressure,error_sum,speed_sum,denominator,yield
0,103,132865.1524957479,25243.31130943434,3038.4285461846735,3401
1,110,136579.59628194917,29719.839430826523,3040.0664884919283,3422
2,118,102591.4547549607,24453.965942948133,2272.5636164136013,2540
3,126,88277.69764707253,20067.472934115693,1884.8538846499566,2090
4,134,102372.7191668541,27615.570890332336,2167.495176296676,2416
5,142,87742.88920411807,23373.35278806084,1980.0913801347688,2215
6,151,83821.39905411191,22842.905159886413,1833.9262175163144,2072
7,160,87855.97628778307,22653.74852864802,1854.4089392184808,2096
8,170,77797.53988284596,20716.081367934745,1755.1382256034942,1976
9,180,84058.99172228645,23173.48176827238,1912.8120273260083,2190
10,190,87792.71676092627,24638.00033596647,1880.5350496660933,2167
11,201,84290.2608698772,24810.151289489473,1793.2287973179043,2078
12,212,85489.99101739332,26479.66250530428,1827.070550351924,2142
13,223,90068.31184729435,28843.402210376014,2085.856769942635,2390
14,235,93121.92800526925,28923.94071645965,2085.0876205317763,2393
15,247,98217.72408675247,30536.464440736607,2246.092745270283,2561
16,260,104592.78667426726,34151.7475347497,2444.970671443546,2785
17,273,105797.2649496044,33973.69092716364,2437.6375534667122,2782
18,286,98801.01800015286,33822.671934753875,2433.599006318914,2779
19,300,94836.19410030736,30332.032669756703,2402.7641052040353,2743
20,314,90631.48141830198,30228.400345971262,2351.801355781323,2713
21,329,123282.29712122503,37345.50721154526,2977.776730578551,3399
22,344,117376.79407001645,37198.94845980246,2983.822097497063,3413
23,359,121977.2875082086,37085.58507361719,3117.4364416951094,3562
24,375,124413.33003977117,36617.86145395239,3166.1359915634457,3606
25,391,162121.46390772337,46901.56556301504,3839.237883545986,4410
26,408,143527.0384605171,42231.53501455934,3485.9426234644443,3991
27,424,143095.1433087749,43692.53281742679,3456.8010050659527,3970
28,442,134773.2374680955,38323.41527057117,3226.5847755065524,3760
29,460,144063.36757236056,38925.66502168085,3524.076463415051,4073
30,478,167030.72981825436,40126.98268166724,3711.940245514689,4289
31,497,182550.22674981007,36809.28461809044,4052.3752368602113,4637
32,516,176365.31193432817,31251.615662202603,3998.8706233596877,4516
33,535,188431.16540627577,33607.52234724824,4244.127081488783,4860
34,555,170333.2775835181,30700.53510582722,4191.285753069552,4777
35,576,169049.35928567508,32109.32323241199,4312.12836999905,4953
36,596,172356.97485918808,33660.64668066984,4706.088992667601,5380
37,618,166768.20397159248,30356.542515832058,4424.8694345179,4971
38,639,171535.5724826177,32610.345523252097,4710.6483614162125,5348
39,661,186241.6715284005,37618.5833916377,5000.310854519155,5726
40,684,197925.48221486894,34161.861698581306,5064.791337458375,5736
41,707,212105.7443283624,36824.00617355255,5284.297376001153,6054
42,730,226815.6318696897,37677.95391476222,5635.060827445673,6517
43,754,217949.02598386855,34239.71679341183,5320.33608381607,6147
44,778,230378.48892180092,34614.288683724415,5541.610408433094,6335
45,802,210046.88983378443,30854.733648775193,5192.103785773549,5979
46,827,206577.57303253253,30907.90838128894,5246.902948291519,6064
47,853,213604.77729804622,32321.37273773565,5556.356909855386,6393
48,879,208418.20412077106,29263.74767011705,5222.516947318611,6061
