,edges,rmse,shear,shear_era5
0,"-30,30",1.7692810586109846,10.279536085793422,8.81507172564022
1,"30,60",1.7982623697509599,7.770277121267772,8.17979460957432
2,"60,90",1.7684867624160752,12.188092051626038,7.975347643340529
3,"-60,-30",1.7790978607875119,15.501769006308049,14.131369083451185
4,"-90,-60",1.8677399697019208,9.39317210789056,12.305331239669627
