,pressure,error_sum,speed_sum,denominator,yield
0,103,12219.928679045717,6716.068672717498,1078.1069577346777,1231
1,110,10139.395862451232,6276.306317023926,858.776520380367,983
2,118,6688.123124746758,3583.190001187168,556.4936022034148,634
3,126,6170.859088148581,4300.88567641642,555.2783612248072,648
4,134,7567.6441720552275,4801.221989986547,628.0980755587332,730
5,142,5519.727925658142,3530.090273754328,442.2443075693421,504
6,151,6956.858063499546,5749.170248860918,559.1172602656719,651
7,160,7365.229327116843,6659.794003881038,599.6029351576964,709
8,170,5203.791336187914,4342.821314967069,393.5618404613182,461
9,180,4488.926107921819,4295.969874065888,362.51326844755016,426
10,190,5293.355787067954,4577.349075033824,445.8576025063427,520
11,201,4923.950143577222,3677.9014682770758,391.5587618659071,448
12,212,4132.426421665374,3612.748756545193,335.8400680781352,393
13,223,5739.3084305286075,5821.369274113498,500.0233787447334,579
14,235,5520.463737036255,5368.479067845226,485.28280891248,564
15,247,7397.014066946908,7494.8626254655865,617.2529502513854,704
16,260,7600.226789024354,8404.51145343397,656.3540273420991,754
17,273,8100.067928789222,8940.459257903312,701.4205841198915,800
18,286,7465.193285030254,6041.498379970962,593.352979467131,692
19,300,6496.238581592882,6156.556433710833,522.4625830258556,620
20,314,7716.313406731078,7366.023174259493,608.4252988393658,722
21,329,8810.964579239557,8344.840816722834,747.4347665570886,889
22,344,10961.384865979519,8663.500740986827,868.0760993774836,1031
23,359,9433.888795538574,8465.645447928913,822.2035989969236,990
24,375,10303.26226507184,9485.274171338106,892.5115002208165,1039
25,391,11093.506941999516,8982.47193693417,960.7980772063108,1109
26,408,9651.464552716556,6859.358386166135,805.6619228168704,911
27,424,12321.312002246843,8522.311177986612,987.1646048593227,1124
28,442,14263.020698522967,9736.278275392462,1172.4176455379518,1370
29,460,14396.18791954916,10229.796515112132,1177.7555278398472,1383
30,478,15976.845096213852,7659.221904529648,1247.1742301912486,1439
31,497,14640.038509674467,9304.163675499676,1217.2954763328921,1424
32,516,16592.765195051583,10238.144933293803,1446.685287832855,1677
33,535,16081.787116630469,10287.06303351032,1447.7193301231407,1705
34,555,15405.406246770373,10207.78007188274,1306.9737711111334,1536
35,576,19237.27731350444,11352.909613826818,1563.3188068581974,1860
36,596,17904.52903397983,11161.252829781868,1521.375025519947,1787
37,618,16437.299236203697,10058.96782433924,1389.961072069239,1667
38,639,17967.497904278393,9464.994189486199,1417.2276676595598,1681
39,661,19644.202156596173,10049.20288924405,1683.436765399654,1996
40,684,18012.23313040607,8421.463118162044,1508.1103053321717,1809
41,707,19056.899194127465,10689.463231652095,1632.909072162133,1940
42,730,19040.99397134063,12090.005679212385,1651.0749969535175,1989
43,754,20014.963857765168,10392.596752492213,1656.9347632248575,1947
44,778,19936.742418864877,12723.318524840744,1796.317216675461,2116
45,802,22510.830941695764,12811.846326254701,2006.3556432903529,2343
46,827,21768.782366874428,10258.531269517267,1892.9292016474155,2160
47,853,21882.864660564614,10309.134460872125,1854.2874297897615,2163
48,879,18943.35534318409,9375.811138236626,1643.09549234198,1914
