,pressure,error_sum,speed_sum,denominator,yield
0,103,4421.190835317234,5415.943295755413,572.9449863095103,645
1,110,5689.795144851097,6044.451119216982,734.7099074768462,820
2,118,3876.8136969832517,5080.605894107795,499.4535260326945,562
3,126,3978.276252138993,5083.946114677127,498.5992159023706,550
4,134,4022.406730699358,5287.4025877531285,474.1990378454655,532
5,142,2903.230779964773,4274.424468017174,368.27459361825237,418
6,151,4105.687787611373,6008.330235224296,509.97598348436816,571
7,160,4233.761277242099,6487.098548657508,559.1446291086644,628
8,170,3382.837931278026,5127.330888919435,445.1610503055822,512
9,180,3655.8160778488204,4849.245427979478,465.0751416645958,525
10,190,3085.553099607897,4106.489301652101,383.1177079559497,432
11,201,2558.948349296812,3572.467046615697,320.2065239228416,373
12,212,3557.589890273757,5815.3002472283815,453.76819441650224,548
13,223,4202.635873046839,6942.8906826163075,534.2910646770677,628
14,235,4481.943743534611,7353.480023669957,561.3838143849841,656
15,247,3619.054221773174,5553.61273140162,463.7255907932769,541
16,260,3778.4354880063956,5865.404015463312,472.00359016042734,548
17,273,3182.292144145862,5463.891516756031,412.16356759074,485
18,286,3827.5135877369444,5734.466697819396,452.5989353819578,528
19,300,3650.9154496218925,5018.679758670855,428.3716400695643,491
20,314,3499.67434297034,4852.1429309220475,434.3916770861757,498
21,329,3806.4441116832418,6053.817689817369,487.7487590960844,570
22,344,4270.805657631104,7028.143613848984,568.2081995711841,654
23,359,4131.081364032622,7616.352121836305,556.2009963670811,643
24,375,5503.069364715302,8648.482723843494,683.533033218998,777
25,391,5790.406251856911,8376.278951588723,776.5436875767331,881
26,408,5458.389876646022,7102.554583940202,680.6719513213562,779
27,424,6115.168417587628,7779.729170468277,783.032128751356,894
28,442,6814.159399259053,6826.52897534599,845.5500645909513,931
29,460,5646.675018260977,4837.332425438592,771.7386763169648,862
30,478,6553.829560824048,5781.153912101117,903.0853518013645,999
31,497,6765.054157593189,6170.338362286922,895.8035547244442,1005
32,516,8657.428463185945,7111.704849264069,1128.4048216409308,1253
33,535,7779.169417438069,6481.31371255428,1019.0318038694927,1144
34,555,9287.51745563803,9474.79268212701,1260.159530854403,1429
35,576,8427.381910194576,7379.900909806755,1045.402302306883,1177
36,596,10199.095419513134,9129.516991471039,1298.8247806629195,1476
37,618,8566.75942827888,6668.034422742294,1068.5936350637328,1206
38,639,11074.665128143255,8153.377774661112,1442.0306242159197,1618
39,661,11274.185633232042,9597.715594480136,1511.0439274701773,1725
40,684,10798.565777523829,8833.200734841927,1492.4728479859773,1700
41,707,10637.692884592074,8324.365696268442,1428.2027745766577,1635
42,730,10096.230413959825,8251.833420282686,1422.745707086011,1632
43,754,12787.427119918008,9986.681237196097,1657.0252603215336,1897
44,778,12048.379089264112,9125.984802491816,1664.922571948142,1892
45,802,13733.68113701971,9045.215518707513,1896.8098598883473,2112
46,827,12791.207514589765,8817.604097808,1729.670613956201,1947
47,853,11120.998442682305,8436.419555767347,1435.2890983799557,1661
48,879,11767.61919457937,8327.136161639062,1475.8321379639174,1707
