,pressure,error_sum,speed_sum,denominator,yield
0,103,5298.045622721956,4284.463596634088,662.3345805406475,746
1,110,4563.877254496,3290.234784920932,545.7081267216678,591
2,118,4151.045322082523,4235.996859575695,555.8207923725461,617
3,126,2205.625899740133,2084.688393641844,279.41162171835964,326
4,134,3627.467697407761,3048.441268647023,471.01841285261503,548
5,142,2838.5322135985452,2295.7721053931164,352.9895318442622,388
6,151,2403.5070765276205,2902.3797535233057,294.2793146622732,323
7,160,2346.1772279752063,3158.589616629221,282.4377598842319,319
8,170,1658.3682416497802,1785.9251601775757,196.3702919030427,220
9,180,2150.739241901499,2522.779354028843,279.8411932692043,322
10,190,2957.893774052513,2753.0267836707635,370.71992492089356,416
11,201,2262.9704218188986,2360.5771934903896,294.2858765772826,329
12,212,2354.283052055533,2546.6088367512657,306.47975569631683,337
13,223,2816.208607125258,3822.5425630149966,380.25384349613563,423
14,235,2755.190052810676,3076.7216666185595,339.57673448255616,379
15,247,3057.6157167401448,3756.2325012639294,387.44330411634434,445
16,260,3939.7959801066118,3693.823170702517,473.3668176099255,537
17,273,3495.753664947669,3683.9991284726325,441.94971657473616,493
18,286,3885.638557399372,4745.329596999448,495.37344303903416,569
19,300,4876.029339360471,5239.330194223059,600.7114627348475,684
20,314,4626.727329403573,5429.6909629011125,581.4095100350875,660
21,329,6085.168473602499,6048.585052221242,753.4115102583963,840
22,344,4411.486414995703,3839.1815831672748,560.8374353866336,623
23,359,5109.003826454785,5125.410643415137,678.9582095691958,744
24,375,5263.94325564879,5150.286162841908,691.256898688259,755
25,391,5548.347471538221,4457.544244355669,714.1934319436938,791
26,408,5164.833783799946,4465.352770303608,643.1276160019265,723
27,424,5521.230738470367,5718.729236457466,709.0978041954661,806
28,442,6373.7766253229765,5580.7816787974125,790.23251609965,897
29,460,8052.640898525882,6658.4672325171805,1069.1531400863037,1190
30,478,9312.781914706742,7814.525173374739,1246.316362551548,1381
31,497,7582.4082491754325,6244.608547256002,1010.7146578119545,1144
32,516,9370.522623039353,6172.292303461559,1206.5410759312276,1334
33,535,10331.748545562054,7701.978777506191,1358.3310917258614,1534
34,555,9418.006044029784,6285.453809137335,1225.2442712162788,1379
35,576,10164.883527540902,6717.200333417719,1307.8505791064058,1461
36,596,10132.899318257783,6608.264640544999,1329.2982986867098,1519
37,618,12162.798318474868,8681.900707244908,1624.7545892429825,1800
38,639,10966.400665756677,7427.411385358087,1426.584342949423,1607
39,661,10113.698931692423,6015.886862223821,1347.767847763031,1521
40,684,11711.410437677245,6989.98982364991,1500.0171847808494,1688
41,707,12367.81765808206,8245.564325034296,1614.248365881349,1794
42,730,10155.58841760628,6662.499427404971,1329.2721088948272,1494
43,754,11650.993517709456,6916.982759601714,1558.329111281014,1772
44,778,11068.955731357915,6209.305555258096,1447.2241382578293,1653
45,802,11265.553943019753,6280.378280299176,1438.8913084161545,1662
46,827,9407.75602517017,5365.441909925727,1181.5173500808523,1345
47,853,9742.249289218167,6933.716619848041,1325.4332699199892,1531
48,879,8847.214363868374,5511.080463307659,1164.8283796334792,1345
