,pressure,error_sum,speed_sum,denominator,angle_sum,angle_denominator,yield
0,828,259327.8827911009,11926.231154911478,2320.7942456750275,167344.2845457344,2320.7942456750275,3029
1,707,393740.884890467,14752.59967692681,2320.7942456750275,173551.1380133207,2320.7942456750275,3029
2,597,473109.59898854187,13750.87185788884,2320.7942456750275,164727.994473512,2320.7942456750275,3029
3,497,879857.120685912,22658.319745434732,2320.7942456750275,186323.3785343904,2320.7942456750275,3029
4,408,998060.6878945124,29331.487185024518,2320.7942456750275,156890.94638693344,2320.7942456750275,3029
5,329,1275726.8918068304,37074.91001234812,2320.7942456750275,144995.63831488142,2320.7942456750275,3029
6,260,2274401.9950175253,40727.28340142209,2305.4414485804054,135222.26740378657,2305.4414485804054,3009
7,201,1978936.5436236972,40374.64614292722,2274.663449751058,120545.94264176064,2274.663449751058,2970
8,152,2118337.5208390914,41142.622946397445,2320.7942456750275,158937.06372250078,2320.7942456750275,3029
