,edges,rmse,shear,shear_era5
0,"-30,30",2.3893712219914103,7.567935236666728,7.321355640181323
1,"30,70",2.350484325135413,6.937940085730664,6.577488543692124
2,"-70,-30",2.4572147137901035,11.40539103075992,10.65786042992443
