,edges,rmse,shear,shear_era5
0,"-30,30",2.9460615521138758,11.754745949088578,9.792785139104641
1,"30,70",2.936999980316671,9.332196378291053,8.311369062340546
2,"-70,-30",3.478331592036297,16.52844831613691,13.642488171359314
