,edges,rmse,shear,shear_era5
0,"-30,30",1.8030483937775903,6.659578467200721,6.579634641365955
1,"30,70",1.808299163841041,6.193003709765337,5.994238343944248
2,"-70,-30",1.807497465326395,10.022407673261597,9.974362480137394
