,pressure,error_sum,speed_sum,denominator,yield
0,103,114858.88364967136,21661.217170193308,2823.7613473098254,3267
1,110,121511.04474671201,23513.200155666076,2801.5535236178616,3260
2,118,93520.01435834607,22039.909519968936,2119.67712535438,2471
3,126,94072.56733667334,23379.8262713459,2169.8263642251286,2523
4,134,85676.30606667172,21820.619644574905,2007.171627240511,2347
5,142,68270.01885713168,17175.265146162936,1533.8700588191168,1770
6,151,63490.036792056504,19557.823659954192,1502.0433963671535,1730
7,160,68365.1779839254,20227.279883090614,1514.5183041828464,1770
8,170,61929.965647049554,18984.187013325303,1372.661727026103,1615
9,180,68725.39234029011,18682.366522027474,1499.7640993918103,1775
10,190,66690.93260190742,18688.337663953913,1445.7618264124983,1720
11,201,63533.354733011685,18093.430620589577,1293.2882922619867,1565
12,212,58014.237686372464,16344.855211593742,1260.1150649675235,1512
13,223,65673.69559022872,18092.384562063806,1408.1089107117675,1669
14,235,63126.49441632318,18139.311128833244,1370.25240888429,1619
15,247,72315.28646138005,19779.46794896687,1547.7308862818177,1812
16,260,73073.09386653996,18657.19941527552,1644.045381512093,1917
17,273,74390.3797797836,18474.36834735063,1713.7607626758722,1996
18,286,86451.11404260338,21654.816884579825,1913.4481548867907,2245
19,300,96501.84801966247,25683.52129435121,2117.1569740572522,2490
20,314,92428.38460224934,27978.54500314366,2122.841904030972,2484
21,329,115869.95617984833,29621.802316502235,2677.0976065286236,3105
22,344,100944.88451544828,29622.414511681076,2287.027649195677,2672
23,359,119253.49466539596,31215.89553100768,2460.1952927564835,2922
24,375,93037.85684208878,25513.84038349867,2389.1616285170685,2817
25,391,112058.69268867391,28244.8285420231,2697.810982049929,3192
26,408,117687.457182159,27045.834435180783,2802.210722740302,3300
27,424,118465.39716800593,24166.652636088926,2771.143771670152,3247
28,442,113041.63709691243,24171.17876632465,2901.778472176319,3417
29,460,116376.94662370387,25960.77951389345,3031.777985581886,3571
30,478,130905.79095568936,26570.893197071484,3348.82403598039,3903
31,497,126239.21141830439,26840.492933529003,3371.4140126824627,3926
32,516,124156.1962849847,23664.381838656107,3401.056597731071,3959
33,535,135564.79654075985,25959.944408661977,3521.656922409088,4111
34,555,133257.34965232215,24681.02141738511,3550.0466858756367,4131
35,576,130008.43622901794,22441.73136821581,3319.0379887381164,3889
36,596,147891.24532680307,25232.039234724965,3777.1609030752056,4416
37,618,142574.71771267243,25418.06897607798,3687.771582420803,4336
38,639,151643.28249420674,26868.297953885358,3962.4907654573135,4712
39,661,135698.25835913935,24974.958289272567,3852.4205520740966,4568
40,684,143574.26034707826,25052.342920952255,3809.397170132016,4560
41,707,176723.8278138474,27534.57194583728,4269.8166239035145,5066
42,730,170017.93270120615,29112.61218825184,4274.550004316549,5108
43,754,177631.4324429838,29559.371070640023,4440.90052806851,5295
44,778,163446.94684307752,29666.92724863393,4329.820234025443,5184
45,802,170687.9814371884,31368.471433608316,4353.74576731849,5174
46,827,144161.40499452894,27996.19344120803,4125.018562271104,4876
47,853,143733.52962313124,24591.591349763123,3893.669788919612,4587
48,879,135839.2340757753,22165.84099395091,3477.3109111191197,4081
