,pressure,error_sum,speed_sum,denominator,yield
0,103,5440.68613303283,4409.423893336827,646.9972807996932,747
1,110,5315.160791735353,4207.067011347847,695.6540236577684,798
2,118,4968.551298967537,4354.578136765381,700.8316198152717,785
3,126,3431.235400307727,2992.839595973177,445.0177214893013,499
4,134,2535.543842038526,2224.6430055624483,316.2152195675006,363
5,142,2499.0541865708665,2216.935020299958,323.1844112283064,359
6,151,2718.9814816230764,3900.520926886595,364.5169342144576,415
7,160,2648.0225615331287,3024.792299041698,336.28260015113267,370
8,170,2478.29329618347,3068.280288745223,300.5141260692524,336
9,180,2248.9938949591374,2493.9154685110557,272.9491827620209,309
10,190,2078.7371650103432,2263.4658114120425,247.15587274784724,282
11,201,2296.8760714586465,3057.230258022701,290.23820025188604,341
12,212,2568.981977795712,3268.6709124656354,343.59685055800145,394
13,223,2475.6010306569406,3018.959439205498,314.6977993784402,368
14,235,2532.5194970285124,2915.220451405247,322.3800341006449,377
15,247,2664.4242597679167,3253.305151436841,343.9535816477386,395
16,260,3025.0604429002046,3701.5987121775256,357.9517030778771,410
17,273,2097.2616339132105,2344.2153195188494,250.5054230252397,294
18,286,3063.6277196087062,3624.9039659883647,398.40343855653623,475
19,300,3564.155291087681,4506.477853882488,486.17824226588607,568
20,314,3139.3962300378525,3695.4839582693126,387.4455548163201,459
21,329,3994.953743272781,3798.819798444366,488.36949409010515,577
22,344,4559.053467506167,4919.076999616543,579.0937598150242,684
23,359,4143.194638373016,4386.904852145832,532.1273017702048,637
24,375,4052.3744602291613,3867.7709620830574,512.016927743273,612
25,391,4318.768479976086,3589.8203152116703,597.2607910954924,719
26,408,5492.7930332170845,4116.712073879795,687.7113835150304,808
27,424,6090.337114270531,4952.703494439758,814.9704286329364,946
28,442,6555.294711087574,5029.580223775821,868.9382098449876,1002
29,460,7090.564817185597,5556.058936469064,902.8965076972812,1038
30,478,7531.964718747176,5802.49102658728,970.3802857649614,1143
31,497,8414.641520991443,6072.955992572693,1073.201969892595,1251
32,516,9103.144984289866,6414.734883436255,1215.1927348147938,1444
33,535,11195.13692851794,7448.37208501142,1431.6724266340134,1680
34,555,10119.013409963794,6477.052804176659,1312.4786018354118,1540
35,576,11825.383559926886,6267.642911724144,1481.6457224329286,1725
36,596,11187.085990421212,6523.245456462268,1453.8310736951926,1702
37,618,10266.79911235112,6254.481108431171,1341.4930340821572,1556
38,639,10850.017833438891,6320.816516663086,1451.3463133962282,1696
39,661,11902.126050626199,7107.41805824811,1520.6233119187455,1762
40,684,11180.735189636016,6403.114015145901,1436.7483901175174,1716
41,707,12141.157575865924,6413.616398201835,1563.8945352289836,1856
42,730,11214.24313834226,6962.287621432253,1537.36057321216,1809
43,754,12344.568784173704,7662.6854051367,1641.464770655621,1920
44,778,11989.998071153623,7085.093478029374,1588.8301020470683,1839
45,802,9946.612660163522,6293.415897662704,1303.8795168440913,1534
46,827,9904.84095136626,5822.5405606662725,1254.852391801017,1474
47,853,7986.641218210482,5243.987316173402,1024.4092583284594,1221
48,879,7657.804029127167,4881.805009505008,985.5111212684268,1181
