,pressure,error_sum,speed_sum,denominator,angle_sum,angle_denominator,yield
0,828,3261974.7237722175,631127.5307726945,9109.942918326413,814514.9369748154,9109.942918326413,10811
1,707,3679072.0029779766,632369.6776568579,9113.309602021222,822331.0318436726,9112.466210575409,10817
2,597,4275951.233555884,631284.2976310272,9114.05855774201,818679.2635328688,9110.469131062342,10818
3,497,5458693.592699565,630638.5991569756,9235.568740211374,841299.7659320106,9234.666154927025,10958
4,408,7147172.699567255,630065.8641850996,9235.568740211374,836336.6552238131,9235.568740211374,10958
5,329,8259386.986031381,630527.2137917024,9208.691360322351,819768.5019970547,9207.723212681974,10921
6,260,11750442.275779644,630494.6393701786,9234.094410119573,834249.1435523884,9233.322785536186,10956
7,201,12202339.501982769,632096.4153635622,9230.36485704049,839311.891092456,9228.551046513801,10952
8,152,10357037.211094223,631671.393233879,9235.568740211374,837141.4002525704,9235.568740211374,10958
