,pressure,error_sum,speed_sum,denominator,yield
0,103,6519.591795945296,7756.324849716354,898.917670013733,1014
1,110,6665.758584507162,7732.951500551469,911.4954284363506,1009
2,118,4423.8323679715195,5096.58611337721,604.5773968515815,660
3,126,4358.499402767251,5177.133615304717,546.3465708471465,599
4,134,4360.616815189802,4899.922699165601,528.2111173364239,598
5,142,3740.6202747767275,4226.809865971926,480.5862326206234,532
6,151,3871.6050141325113,5390.803379250858,505.51212373028926,586
7,160,3920.824161784251,6213.135776998996,525.5663846652532,618
8,170,3091.7399845230975,5170.25506720709,451.1173724544744,521
9,180,2899.076802212084,4279.862163242582,382.8373543891625,447
10,190,2433.5799254141734,3543.0053841625204,305.9436631716816,361
11,201,2562.1345638538296,3791.316857241595,332.0797342534279,388
12,212,2806.5952994835347,4176.519316244172,371.9843043856743,430
13,223,2945.626471406157,4339.338856484939,363.12187185118285,418
14,235,2727.439216769942,4462.443966146737,340.80198525730356,399
15,247,2965.419225988146,5340.666297849457,377.52391707641937,443
16,260,3612.9248830974516,5833.92989862479,447.93526897759966,511
17,273,3301.601367910474,4457.831541782945,421.1428483343033,475
18,286,4423.441997072334,6153.294978020673,565.516318171188,634
19,300,4888.957469560753,7893.170211635441,606.8079353548466,700
20,314,4635.167098015332,7374.766933740628,573.6642458447426,665
21,329,5580.91941169437,8114.003650638785,700.9504892427208,801
22,344,4342.5587008042185,7396.527463282481,588.5859957846462,678
23,359,4929.366473537869,6062.68195466742,581.1603736166475,662
24,375,3965.4966414107653,5783.987959626125,480.0323364934867,560
25,391,3557.263235324188,4840.572997814232,488.3109043198834,564
26,408,3931.618781995418,4849.296416854242,502.12501800625927,576
27,424,5066.302935586102,5249.748226111607,629.7188193437701,707
28,442,6511.3861641981275,5887.916487282223,853.7233634663964,956
29,460,5960.8099589428575,5488.2069627847,788.2097794188745,880
30,478,6371.322653366946,6953.210227009032,789.0608740053415,911
31,497,7319.541850506638,6787.467952758027,914.5086896454935,1050
32,516,6960.676984515514,5710.558753242794,902.374430421447,1034
33,535,8283.609108610153,6865.430413844391,1122.2723849439174,1286
34,555,7543.253753235244,6136.899344684573,1038.031214698917,1167
35,576,7983.639167514589,6712.135588309659,1045.5923818908313,1186
36,596,7735.983115075347,6916.4298437045745,1012.5709507610984,1150
37,618,7043.932743332334,5970.482770651522,909.0177908951188,1047
38,639,8601.717233140918,6196.863119358582,1130.28934600437,1283
39,661,7539.009283666068,6192.7412465534135,1055.6874766565786,1198
40,684,10426.206288942645,8330.03075394232,1357.9011398866367,1562
41,707,9591.174198172466,8315.196441470966,1259.514789091478,1443
42,730,9559.67820432813,8971.000334802618,1281.3409313608354,1474
43,754,10691.918636032688,8707.604656337118,1345.387304157439,1548
44,778,12202.5664681402,9615.269123312237,1629.2421558818721,1890
45,802,11588.43461750352,9198.441620059331,1564.1870926499892,1817
46,827,11481.845446222738,9413.087352808288,1585.3710230726256,1804
47,853,9137.763123853947,7271.910286922452,1200.475814452684,1370
48,879,9148.210480225654,6377.817557071136,1158.2348662590987,1378
