,edges,rmse,shear,shear_era5
0,"-30,30",2.383690471766195,7.656004968922196,7.528566689794565
1,"30,70",2.40418101923118,6.930901409326593,6.542658998529935
2,"-70,-30",2.48751422040907,12.062436892753725,10.827685252096144
