,pressure,error_sum,speed_sum,denominator,yield
0,103,8849.424089616428,7710.490758822425,1169.6365771963517,1332
1,110,8705.885379676422,8599.86724487752,1174.9573932245216,1372
2,118,6692.269986842557,7211.969885884203,888.2065713449929,1031
3,126,6064.20970435526,7072.688358034392,824.4695418289626,951
4,134,6262.7422206075635,7932.76010842642,801.4219165391199,918
5,142,5840.455313123402,8113.46738302518,796.363064443286,893
6,151,4965.920268090428,5778.861651854538,625.9833024690494,703
7,160,5021.446960130711,6134.721839102144,666.7991394561813,756
8,170,4071.9832753986793,4634.027769284224,495.6076338733137,564
9,180,4517.408422131216,5351.357891567667,552.100772780592,647
10,190,4768.159880136291,5785.117160734148,619.1486112301029,703
11,201,4415.291330889524,5293.280877255723,543.3241597402077,627
12,212,3677.2532376145004,5086.56277720388,466.99661749420864,551
13,223,4139.824306056591,5198.766375792039,515.7446606870926,594
14,235,4037.040005137808,4765.803283664983,480.42960608179334,553
15,247,3160.694201921167,4161.714358081828,408.1452591690878,492
16,260,4019.9152383894334,5209.028586757645,518.6017274654048,615
17,273,4163.6949762970335,5932.7978452432635,548.5685820985603,644
18,286,4345.038641230162,5633.761100283976,554.4672061702389,645
19,300,5182.844636880865,6882.261143831782,671.7605251411337,769
20,314,5639.85554119522,6663.891569731524,689.3208491409428,793
21,329,6634.29849633187,8221.313242450706,859.4413031727108,1007
22,344,6354.38138474565,6686.939391481732,773.2212080120665,893
23,359,6032.907855980153,7152.346224596697,759.9366953280994,885
24,375,6511.671657868273,6902.220403668244,816.4762145062145,944
25,391,6070.814172094091,5898.2245213924125,816.3099287907485,956
26,408,6541.616165584709,6615.2227966203045,854.504999778879,997
27,424,6960.825912961008,7169.4170783562095,918.4534723202398,1058
28,442,9735.523865206931,9606.871216640342,1281.402548000376,1439
29,460,8492.120273977192,8161.843156962566,1168.4204631984053,1313
30,478,8522.427226555817,7087.600824564276,1049.6251436629873,1209
31,497,9227.217839644907,8486.415111102031,1309.9712117771637,1509
32,516,8368.56650185533,7593.854138005267,1150.4551928069423,1312
33,535,8935.682024165617,7364.224657124103,1210.1508249170436,1387
34,555,10201.0426177484,8471.165046159524,1362.8017714777036,1554
35,576,11205.996688248722,8624.714706468925,1496.643308950266,1721
36,596,11800.110252582239,9713.753319807738,1601.1283963307908,1869
37,618,11811.430679165032,9665.172616148615,1568.8642812349767,1804
38,639,13901.111586516041,11261.68235298537,1939.3090302944556,2232
39,661,13357.534350239292,10442.623654511599,1821.8349611407982,2129
40,684,13882.647540489173,11089.899184177462,1915.36028020751,2225
41,707,14794.94366662407,11197.177326185707,1981.085968788722,2292
42,730,15064.560658748162,12720.755418603725,2114.7311057922893,2470
43,754,13387.327449398379,9999.221133605795,1851.6956400382314,2163
44,778,12891.615789704896,8935.162329559902,1676.108644517086,1998
45,802,12585.707521434393,9878.1237278503,1743.3357769720321,2060
46,827,12614.980653256504,8200.224453221725,1687.7961236441793,1969
47,853,12782.84732164919,7486.720824252945,1674.0843293428854,1935
48,879,9686.152096590282,6021.131324918737,1223.0459748741837,1399
