,pressure,error_sum,speed_sum,denominator,yield
0,103,163412.32346410392,26664.740294012594,3919.2590758741762,4554
1,110,159116.68026534986,25203.121485014966,4011.2409576326713,4658
2,118,125412.58168451326,21227.39685470786,3068.4883560960197,3549
3,126,139352.86773467672,24714.886354777078,3103.0690026441634,3604
4,134,132292.27039010252,23479.361392031664,2940.4641583899283,3435
5,142,128073.65415675218,23873.452950206298,2641.0058296742363,3046
6,151,112019.21010133423,26577.66956076998,2675.3857631861774,3130
7,160,118131.33872031765,28455.708784087376,2800.4894030927403,3295
8,170,121783.59698942845,27280.98342759876,2654.637729720393,3033
9,180,116918.2352266004,27377.8848702787,2568.781753662664,2935
10,190,120238.53187417307,29277.499311029766,2718.9026258622885,3085
11,201,125127.63418562169,30566.864854901156,2777.6574751315698,3160
12,212,117928.33442747376,30948.940134181063,2808.1814443051735,3205
13,223,129613.92224476393,32796.45078728266,3028.0904695156887,3442
14,235,129985.78094787488,31499.325301460158,2924.9387919808455,3338
15,247,129507.03836349462,29456.014114615165,2802.165262645984,3220
16,260,122573.35681806575,27032.822899660812,2759.677131858143,3172
17,273,121239.72477029017,26769.647974154752,2712.845212197924,3112
18,286,132369.52109673948,29591.388351407193,3041.5347462472773,3496
19,300,134265.59241810872,28109.004212513144,3112.272146881348,3573
20,314,132741.83160347483,29169.84429972897,3107.267189374697,3581
21,329,168773.91354178192,30051.029763751,3915.194323684252,4500
22,344,144760.96541756578,28991.250599737403,3286.814601783662,3803
23,359,153315.24082512798,32367.21344981905,3588.4328570468515,4176
24,375,174368.5148625039,35356.412244109735,4021.185083700388,4674
25,391,171468.59646363874,38794.752399778656,4109.339596837436,4761
26,408,159862.5897408165,35417.57349302579,3801.3437558743362,4446
27,424,169546.2596525048,33144.801694619724,4103.104275385753,4708
28,442,188540.93068238828,36899.10601621321,4746.212360994152,5486
29,460,202484.78616756128,38746.97357956366,5154.48007431295,5902
30,478,212507.7409252527,38631.43679928056,5329.331934855977,6105
31,497,222647.98172894452,38429.99424476863,5479.424901870791,6302
32,516,208328.279187796,35804.69709488771,5238.52025863988,6039
33,535,229761.02057560853,39402.52508517978,5693.774423202527,6579
34,555,225696.04072339367,35619.717742457084,5681.397444337704,6501
35,576,243837.25827215778,35244.86491683993,6125.908034764268,7040
36,596,232233.56223401302,37950.4123550504,6070.8890489549785,6955
37,618,241842.20935546636,39722.00050700779,6180.333127324548,7108
38,639,239186.93466225505,37969.767793644096,6238.281265945492,7240
39,661,246066.1460865482,37499.59666867556,6399.8214585101305,7388
40,684,249946.12152791605,38357.66926434924,6460.250797668894,7480
41,707,252865.9350451868,36517.657895858516,6494.256968536945,7488
42,730,264303.3609269656,39856.06921488199,6804.624701395908,7875
43,754,240951.0587240565,40297.7514974063,6638.153040176305,7643
44,778,233736.32461191682,38101.90063244287,6460.750696490472,7470
45,802,249129.4331680507,38551.66281731935,6768.077166566556,7814
46,827,221767.94649657558,36275.6165115704,6285.624687480182,7234
47,853,226260.94924411827,33434.6274824769,6077.168472172964,7084
48,879,237744.70673166128,28734.143635642853,5710.407639649094,6647
