,pressure,error_sum,speed_sum,denominator,yield
0,103,162314.40571962844,26564.29366342421,3981.6058494051676,4669
1,110,176661.7030788191,31876.014400898417,4228.780254834386,4957
2,118,147553.02149172887,29094.811794403675,3734.2389705149294,4295
3,126,146453.60846525617,31472.21409821948,3856.8845746332086,4424
4,134,152259.02916454885,38537.10665884242,4118.045437596135,4730
5,142,131380.65430396807,32188.823704043545,3384.724106773394,3874
6,151,130603.41047885746,29081.22540953772,3205.350323161027,3701
7,160,128512.27457639673,27417.744223838818,3043.5609902180718,3537
8,170,124137.05371860831,26156.82503290745,2664.6537059678963,3069
9,180,113893.56932736446,26997.889575784808,2571.811791965617,2938
10,190,120540.59186219692,29385.388360810593,2693.620557762509,3054
11,201,117559.14182475286,28412.547863202773,2638.0683746136833,3000
12,212,117830.330698191,28434.751281646408,2689.174882997417,3066
13,223,125033.05002908531,30510.45338109736,2948.163826433741,3362
14,235,124083.06673391197,30119.658258361324,2924.5893181796714,3348
15,247,128497.92023767994,31317.1147575773,3053.2734113781194,3525
16,260,132935.09728992917,31033.91800616471,3148.673300040378,3641
17,273,129261.2060495444,29936.586626309017,3071.6800362979816,3556
18,286,137657.81879328028,31593.659547197272,3259.100532026099,3805
19,300,125067.1628812055,28125.592260228277,3023.248173311238,3555
20,314,131673.13886431546,26363.37909132232,3045.701146695185,3564
21,329,149731.94643954153,34222.19726481766,3593.5506961903907,4214
22,344,156983.0418997265,32846.45199768939,3655.9992016562824,4269
23,359,144826.9260044278,31787.67509799866,3472.1004425202186,4038
24,375,148228.4949024707,31431.25793675412,3579.9488462390864,4140
25,391,155529.9419352875,32622.47645010239,3633.565408616837,4235
26,408,173058.21624015272,34220.240296902695,3745.872132582121,4349
27,424,173821.91153731337,34122.69160665515,4052.6011922843763,4716
28,442,178696.6614990992,31918.110915212827,4227.234019436759,4934
29,460,178626.33800679108,30264.287186982656,4199.018560623863,4882
30,478,194546.18039336492,32545.828407124904,4598.759636136764,5376
31,497,190673.1052806545,31928.437969798295,4619.410852228878,5394
32,516,190323.42445474325,32638.6032856356,4834.331692163637,5664
33,535,227474.73340768425,36440.43445885673,5520.064612248612,6448
34,555,210915.5986578598,35174.33470872664,5168.820301969945,6032
35,576,235167.3164483472,39045.94440426669,5886.725155485186,6839
36,596,221914.0568288335,38974.62751908791,5820.440664478978,6750
37,618,230680.88318158643,40063.5262307488,5800.556097481766,6719
38,639,218183.87003742432,35266.44157322107,5636.285326498745,6545
39,661,232181.5100832045,35757.55717249165,5753.75910797703,6723
40,684,236744.84248067814,35645.241805642916,6016.321293724902,7074
41,707,229479.66909113913,32764.871314531683,5775.01282178009,6772
42,730,246986.65506656538,37770.34711379856,6430.932711011548,7549
43,754,247321.55337779326,37568.957566934456,6370.1000992722475,7456
44,778,232499.36565139005,36555.98417724225,5989.069399167445,7031
45,802,211907.90591368367,34480.880615051996,5573.952366540626,6582
46,827,216244.6882563012,36099.37833277577,5802.437546609064,6805
47,853,214800.09852369674,36250.29016575952,6084.329242749202,7050
48,879,209278.0941424409,32692.59209649445,5770.7288029719475,6737
