,edges,rmse,shear,shear_era5
0,"-30,30",2.9579231399697687,12.044940904333721,10.043018919045771
1,"30,70",2.9530151166376886,9.327347877718038,8.432946513470165
2,"-70,-30",3.536581148230456,17.112276081575914,13.570785021776265
