,pressure,error_sum,speed_sum,denominator,yield
0,103,6317778.56665862,137230.0645721588,9415.200650049115,11072
1,110,7704797.082233644,159673.15803452177,9575.745568220349,11292
2,118,8778914.130135996,165733.70605869402,9593.7229644446,11319
3,126,7655888.845553613,160446.9920641692,9473.779615984013,11190
4,134,8399354.833811684,169167.99986933067,9409.787055762941,11131
5,142,9209910.369320426,168615.98659067464,9314.296120957075,11001
6,151,8725546.832560869,158824.5279416478,9341.932534166057,11008
7,160,8786775.339310242,163742.13148770796,9363.701519938182,11026
8,170,10354896.31579168,177009.27265971582,9364.01045314115,11042
9,180,9290828.315270767,173470.92127093667,9435.41030006983,11150
10,190,10244857.893405184,177325.0633920914,9563.963040347235,11284
11,201,10225368.999544388,176172.01695643636,9520.626027295099,11234
12,212,9319732.665276267,160463.17375189104,9514.878838893585,11237
13,223,8526039.607206527,151751.73873677783,9537.092859693568,11262
14,235,8174652.010473499,149002.08174224212,9568.21199569978,11290
15,247,7960444.445857756,143872.39814101867,9575.483308514502,11304
16,260,8078673.122998994,145501.19202300755,9578.912204931565,11305
17,273,8945006.238083728,153114.07180347067,9582.774075995481,11304
18,286,7555364.112779752,143634.14027397637,9536.436987079154,11248
19,300,8266567.249664469,150154.3826468884,9489.872354576899,11190
20,314,7627395.829787694,137290.0158165289,9527.589865711923,11246
21,329,6828774.631417248,140288.1976198559,9607.987773606885,11340
22,344,7174673.301324011,152317.99274958562,9565.65952164551,11285
23,359,6505191.576504025,133594.10595187187,9535.581409115632,11260
24,375,7142544.982615663,140889.93593792425,9503.958877413077,11223
25,391,6454408.099031977,146623.95147159736,9594.075952713143,11322
26,408,5512371.950620394,125819.13297957832,9581.774182646946,11296
27,424,4717716.352611612,102495.32951820806,9602.457272647702,11329
28,442,4435873.80958912,101722.07222254071,9607.618616026391,11336
29,460,4182299.286660189,100022.03245902565,9587.951943982509,11316
30,478,3792677.5846445677,100233.5784221707,9592.423841637254,11323
31,497,3513279.500534797,101207.51746136667,9612.432600925738,11344
32,516,3293503.617503411,93066.60307892984,9536.96470795685,11268
33,535,2549794.202864891,90348.73025269527,9615.792497938612,11350
34,555,3290387.8654307444,101172.8643150771,9600.886719363329,11331
35,576,2478658.9710251894,89073.38150389188,9610.661460296296,11343
36,596,2665305.0237176004,89033.42831047197,9592.546495611581,11320
37,618,2354196.172671741,79570.89435480846,9575.618248103136,11299
38,639,2453762.2434349027,82592.44464712794,9563.761106711101,11286
39,661,2066051.343112693,74975.11345626244,9557.424548433366,11278
40,684,2288907.9355119625,81726.27291032595,9555.226852762657,11273
41,707,2373436.0374289826,82898.27755945158,9463.114457577583,11139
42,730,2061740.9647575556,79867.81730356607,9529.47912828869,11241
43,754,1914489.5295169347,78253.70079665814,9434.915011236726,11098
44,778,2009659.4637393977,76089.39139428955,9402.868197407879,11074
45,802,2130013.3136184206,79996.51462115652,9351.002356554192,10996
46,827,2802113.6390745947,93591.37521905029,9105.39306169341,10687
47,853,2184463.22338741,78181.77242360738,8851.507476838771,10419
48,879,3424702.4754196214,104795.77578998925,8653.099119776996,10184
