,edges,rmse,shear,shear_era5
0,"-30,30",2.400925445894214,11.390036556249965,9.554519419115007
1,"30,70",2.4804062708657924,9.01598862942361,8.289063970706712
2,"-70,-30",2.4653002062791605,16.030051501956034,12.762713570621303
