,pressure,error_sum,speed_sum,denominator,angle_sum,angle_denominator,yield
0,828,25112.059287629978,18433.95105829752,3733.535986880763,109615.9200564485,3733.535986880763,4325
1,707,25177.025889606364,17883.158056936154,3648.37087009316,106956.81886683949,3648.37087009316,4223
2,597,24977.130690959057,21074.36854488969,3739.443375439852,96180.20728175026,3739.443375439852,4271
3,497,21348.368281212617,18634.13729149133,3108.996454479557,71884.75285292364,3107.4398125845896,3560
4,408,17102.044676632137,16301.999566781535,2375.87830820278,50075.870366643445,2375.87830820278,2707
5,329,12588.802669970702,14049.585016650546,1826.3229180475191,35058.84979020713,1825.4612888870777,2084
6,260,9445.268182028587,10531.813443425213,1334.3331120190621,28913.25278795864,1333.4305267347122,1509
7,201,8938.933673294641,13031.655426740865,1266.0651543388879,21192.665109986858,1266.0651543388879,1461
8,152,10324.958055098954,14237.76774067103,1426.2412843612217,23438.602821057695,1426.2412843612217,1602
