,edges,rmse,shear,shear_era5
0,"-30,30",3.45989109243519,11.754745949088578,9.792785139104641
1,"30,70",3.249127243840874,9.332196378291053,8.311369062340546
2,"-70,-30",4.597407836513885,16.52844831613691,13.642488171359314
